code,name_es,name_en,kcal_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sodium_mg_100g
2619,Empanadilla,"Pasty, frozen, n/e",246.56,4.76,29.74,12.03,5.37,710.0
2388,Endibia,Endive,9.08,1.1,0.7,0.2,1.9,0.0
2618,"Eneldo, seco","Dill, dried",291.23,19.9,42.2,4.4,37.6,210.0
2671,Ensaimada,Ensaimada,455.98,5.7,38.4,31.3,1.7,290.0
2389,Ensalada,Salad,19.13,1.11,2.99,0.28,1.26,10.0
2617,Ensaladilla rusa,Russian salad,109.7,2.7,9.76,6.68,2.27,50.0
2390,Escarola,Escarole,12.33,1.6,1.0,0.2,2.6,10.0
1179,"Espárrago, verde","Asparagus, green",25.22,2.9,2.0,0.6,1.7,0.0
2393,Esparragos blancos en conserva,"Asparagus, white, canned",24.19,1.9,3.4,0.3,1.0,240.0
2394,"Espinaca, en conserva","Spinach, canned",14.59,2.2,0.52,0.4,6.3,170.0
2395,"Espinaca, hervida","Spinach, boiled",21.93,2.39,1.94,0.49,1.84,60.0
861,"Espinaca, picada, congelada, cruda","Spinach, frozen, raw",22.16,2.71,1.0,0.8,2.9,60.0
2616,Fabada,"Bean, stew ""fabada"" type",157.15,6.06,13.42,8.82,7.8,890.0
2334,"Faneca, cruda","Pout, raw",75.48,15.4,1.0,1.0,0.0,140.0
2615,Flamenquín,"Pork loin, cheese and ham roll, breaded, fried, ""flamenquin"" type",229.69,19.2,4.4,15.13,0.31,170.0
2486,Flan de huevo,Egg custard,132.46,4.8,20.4,3.4,,60.0
876,"Flan de huevo, bajo en calorías","Caramel custard cream, diet",76.48,5.7,7.9,2.4,0.0,90.0
2335,"Fletan, crudo","Halibut, raw",84.64,17.5,0.5,1.3,0.0,100.0
2269,Foie gras,Foie gras,441.92,10.0,3.0,44.0,0.0,740.0
914,"Frambuesa, cruda","Raspberry, raw",37.96,1.2,7.0,0.53,6.7,0.0
2225,Fresa,Strawberry,35.71,0.7,7.0,0.5,2.2,0.0
2602,Fritos de maíz,Corn chips,563.98,6.6,51.0,37.31,4.9,990.0
786,Fructosa,Fructose,406.31,0.0,100.0,0.0,0.0,0.0
2189,Frutos secos,Nuts,563.27,1.3,25.35,51.45,9.0,670.0
1161,Fuet,"Cured sausage, ""fuet"" type",472.99,19.5,5.5,42.0,0.0,1180.0
1046,"Galleta ,tipo ""digestiva"", con chocolate","Cookie, ""digestive"" type, with chocolate",510.95,6.8,66.5,24.1,3.1,450.0
2672,Galleta salada,"Cookie, salted",407.79,9.4,69.2,10.0,3.2,950.0
1048,"Galleta, barquillo, con jalea de frutas","Biscuit, fruit jam filled, comercial",367.69,5.2,73.0,5.65,2.0,190.0
1050,"Galleta, cubierta de chocolate","Cookie, chocolate covered",541.09,5.7,67.4,27.6,2.9,160.0
2673,"Galleta, genérico",Cookie,481.28,6.76,64.31,21.77,3.21,410.0
1102,"Galleta, tipo ""Digestiva""","Cookie, ""digestive"" type",466.48,6.3,63.2,20.82,4.6,600.0
2674,Galletas integrales,Crackers,402.41,10.0,42.9,21.2,12.5,300.0
875,"Galletas saladas, con queso","Cookies, salted, with cheese",479.62,11.8,49.1,26.26,3.1,820.0
2675,Galletas tipo maria,Maria crackers,477.13,7.08,69.0,19.0,3.1,220.0
1051,"Galletas, con chocolate, tipo ""cookies""","Cookie, with chocolate",489.14,6.2,64.3,22.92,1.8,220.0
1052,"Galletas, de mantequilla",Butter cookie,481.6,7.0,68.0,20.0,1.6,410.0
975,"Gallina, entera, cruda","Hen, whole, raw",230.35,17.3,0.0,18.1,0.0,60.0
2336,Gallo,Fourspotted megrim,81.0,15.8,0.0,1.9,0.0,150.0
817,"Gamba roja, cruda","Red shrimp, frozen, peeled, raw",89.18,18.0,0.0,1.81,0.0,300.0
2337,"Gamba, hervida","Shrimp, boiled",95.49,19.78,0.0,1.71,0.0,910.0
2191,"Garbanzo, en conserva","Chickpea, canned",132.9,7.2,14.12,2.9,4.1,220.0
2192,"Garbanzo, hervido","Chickpea, boiled",358.65,8.9,18.7,2.5,13.6,10.0
1020,"Garbanzo, seco, crudo","Chickpea, dried, raw",334.24,19.3,49.25,6.3,14.97,30.0
2614,Gazpacho,"Cold vegetal soup, gazpacho",33.7,0.6,1.6,2.8,0.2,300.0
2613,Gelatina,Jelly,342.93,84.4,0.0,0.0,0.0,30.0
1111,Germen de trigo,Wheat germ,335.14,25.0,33.3,11.11,15.9,10.0
2441,Ginebra,Gin,219.03,0.0,0.0,0.0,0.0,0.0
2676,Gofio,Gofio,397.24,10.8,81.57,2.48,1.87,0.0
2612,Gomasio,Gomasio,88.6,2.73,0.14,8.7,0.0,350.0
2652,"Gominola, genérica",Jelly,266.49,4.63,69.95,0.02,1.0,30.0
2226,Granada,Pomegranate,62.38,1.0,13.7,0.3,3.5,0.0
2547,Grasa de pollo,Chiken fat,882.55,0.0,0.0,99.8,0.0,0.0
2396,Grelo,Turnip greens,11.38,2.7,0.1,0.2,3.9,10.0
1185,"Grosella negra, cruda","Black currant, raw",35.76,1.48,7.1,0.1,7.0,10.0
999,"Grosella, cruda","Red currant, raw",26.55,1.1,5.0,0.2,8.2,0.0
938,"Guayaba, sin piel, cruda","Guava, without skin, raw",56.99,0.82,11.9,0.6,5.4,0.0
2611,"Guindilla, en polvo","Chili or hotpepper, powder",303.84,12.0,31.7,14.28,34.8,30.0
2610,"Guindilla, picante",Chili or hot pepper,44.55,1.87,6.7,1.1,1.5,10.0
1175,"Guisante, congelado, crudo","Pea, frozen, raw",62.12,5.4,8.8,0.5,4.7,0.0
1045,"Guisante, congelado, hervido","Pea, frozen, boiled",60.35,6.0,6.89,0.9,7.3,0.0
1049,"Guisante, seco, crudo","Pea, dried, raw",335.64,21.6,56.0,2.3,16.7,40.0
2193,Guisantes en conserva,"Pea, canned",66.59,5.6,9.7,0.5,3.36,220.0
2609,Gusanito,"Snack, ""gusanito"" type",475.64,9.14,50.9,26.2,5.5,1790.0
2194,"Haba, fresca","Broad bean, fresh",57.17,4.6,8.6,0.4,4.2,120.0
2195,"Haba, frita","Broad bean, fried",57.17,4.6,8.6,0.4,4.2,20.0
1123,"Haba, seca","Broad bean, dried",356.19,26.1,58.3,1.5,25.0,10.0
1128,"Haba, seca, remojada, hervida","Broad bean, dried, steeped, boiled",58.13,5.8,7.2,0.6,6.5,0.0
1054,Harina de avena,Oat flour,351.98,15.0,57.7,6.4,10.0,10.0
1055,"Harina de avena, cocida en agua","Oat flour, boiled in water",46.15,1.4,8.0,0.9,0.8,580.0
1056,Harina de cebada,Barley flour,359.51,10.5,74.5,1.6,10.1,0.0
1112,Harina de centeno,Rye flour,357.62,8.2,75.9,1.8,11.7,0.0
2644,Harina de maíz,Corn flour,328.0,8.29,66.3,2.82,9.42,0.0
1125,Harina de soja,Soy flour,409.98,37.3,13.0,23.25,17.3,10.0
1113,"Harina de trigo, integral",Wheat whole flour,320.36,11.5,62.6,2.18,9.0,0.0
2487,Helado de chocolate,Chocolate ice cream,227.29,3.8,28.2,11.0,1.2,80.0
2488,Helado de fresa,Strawberry ice cream,199.43,3.2,27.6,8.4,0.9,60.0
2489,Helado de nata,Cream ice cream,210.49,3.9,24.4,10.8,0.0,40.0
2270,"Higado de pollo, crudo","Liver, chicken, raw",136.31,22.12,1.2,4.7,0.0,70.0
967,"Hígado, de cerdo, crudo","Liver, pork, raw",119.67,21.4,0.0,3.7,0.0,90.0
1053,"Hígado, de vaca/buey, crudo","Liver, beef, raw",135.52,21.1,3.5,4.02,0.0,100.0
2607,Hojaldre,Puff pastry,550.12,7.4,44.2,38.5,1.5,250.0
2442,Horchata,Tigger nut milk drink,97.83,1.2,17.0,2.7,0.1,10.0
757,"Huevo de codorniz, entero, crudo","Egg, quail, whole, raw",153.01,13.1,0.4,11.1,0.0,140.0
1173,"Huevo de gallina, clara, cruda","Egg,chicken, white, raw",44.77,10.5,0.3,0.1,0.0,160.0
758,"Huevo de gallina, escalfado","Egg, chicken, whole, poached",146.17,12.6,0.3,10.6,0.0,210.0
759,"Huevo de gallina, frito","Egg, chicken, whole, fried",184.58,13.4,0.3,14.58,0.0,280.0
2126,"Huevo de gallina, hervido, duro","Egg, chicken, cooked, hard boiled",144.86,12.5,0.3,10.5,,130.0
760,"Huevo de gallina, pasado por agua","Egg, chicken, whole, boiled",143.64,12.5,0.3,10.36,0.0,130.0
761,"Huevo de gallina, revuelto, con mantequilla","Egg, scrambled, with butter",227.95,10.2,0.8,20.72,0.0,220.0
2125,"Huevo de gallina, yema, cruda","Egg, chiken, yolk, raw",354.95,16.5,2.3,31.5,0.0,50.0
762,"Huevo de gallina, yema, desecada","Egg, chicken, yolk, dried",661.74,31.7,2.1,59.3,0.0,140.0
763,"Huevo de pavo, entero, crudo","Egg, turkey, whole, raw",163.12,13.7,1.2,11.9,0.0,150.0
965,"Jamón cocido, categoría s/e","Cooked ham, category n/e",113.48,21.0,0.4,3.0,0.0,970.0
2272,"Jamón cocido, enlatado","Cooked ham, canned",125.14,18.4,1.3,5.1,0.0,1250.0
1781,Jamón ibérico de bellota,Iberian acorn-feed ham,333.25,33.2,0.5,22.2,0.0,1940.0
1777,Jamón ibérico de cebo,Iberian ham of land cebo-feed,301.43,32.3,0.1,19.2,0.0,1940.0
2273,Jamón serrano,Cured ham,317.69,28.8,0.2,22.6,0.0,2130.0
2606,Jengibre,Ginger,51.7,1.7,9.5,0.7,,10.0
2196,Judía blanca,White bean,240.87,21.1,34.7,1.6,23.2,10.0
2197,Judía pinta,Pinto bean,245.8,23.58,35.11,0.83,24.9,20.0
878,"Judía verde, congelada, cruda","Green bean, frozen, raw",29.14,1.88,4.1,0.55,3.4,0.0
2198,"Judía verde, cruda","Green been, raw",27.51,2.2,3.7,0.4,2.8,0.0
2397,"Judia verde, hervida","Green bean, boiled",83.29,1.78,3.94,6.79,2.25,0.0
2199,"Judías blancas, cocidas","White bean, boiled",322.87,21.4,54.8,1.5,21.3,40.0
2398,Judias verdes en conserva,"Green bean, canned",12.33,1.19,1.63,0.1,1.5,250.0
818,"Jurel, crudo","Horse mackerel, raw",111.81,15.4,0.8,1.97,0.0,40.0
2123,Kebab,Kebab,303.54,8.8,16.7,7.9,1.6,680.0
1168,Kefir,Kefir,63.86,3.3,4.8,3.5,0.0,50.0
2605,Ketchup,Ketchup,103.75,3.4,21.7,0.2,0.9,910.0
2228,Kiwi,Kiwi,51.96,1.1,10.6,0.5,1.9,0.0
2274,Lacón,"Shoulder cured ham, ""lacon""",213.42,19.12,9.9,10.8,0.0,960.0
2339,Langosta,Lobster,90.82,18.0,0.0,2.0,0.0,270.0
2340,Langostino,"Prawn, raw",111.9,24.3,1.5,0.8,0.0,300.0
2604,Lasaña,Lasagne,137.31,6.3,10.3,7.9,0.8,180.0
2603,"Laurel, hoja","bay, leaf",302.63,7.6,48.6,8.4,26.3,20.0
907,"Leche condensada, entera, con azúcar","Milk, whole, condensed, with sugar",334.32,8.51,53.65,9.25,0.0,120.0
2490,Leche de almendra,Almond milk,351.34,14.5,60.0,5.5,6.0,20.0
1000,Leche de cabra,Goat's milk,64.44,3.4,4.4,3.7,0.0,40.0
911,Leche de coco,Coconut milk,207.86,2.0,2.8,21.3,,10.0
1002,Leche de oveja,Sheep's milk,99.22,5.6,5.0,6.35,0.0,40.0
2492,"Leche de vaca, desnatada, condensada, con azúcar","Milk, skimmed, condensed, with sugar",286.2,10.0,60.0,0.2,0.0,150.0
2493,"Leche de vaca, entera",Whole milk,65.13,3.06,4.7,3.8,0.0,50.0
912,"Leche en polvo, semidesnatada","Milk, semi-skimmed, dried",443.56,29.8,43.9,16.3,0.0,510.0
2518,"Leche fermentada, bifidobacterium, entera, natural","Fermented milk, plain",62.57,3.6,4.4,3.4,0.0,50.0
2494,Leche materna,human milk,68.75,1.15,7.0,4.03,0.0,10.0
913,Leche merengada,"Milk, whipped",83.96,3.0,10.7,3.2,0.0,30.0
915,"Leche, desnatada, pasteurizada","Milk, skimmed, pasteurized",33.87,3.3,4.6,0.2,0.0,40.0
916,"Leche, semidesnatada, pasteurizada","Milk, semi-skimmed, pasteurized",45.84,3.2,4.6,1.6,0.0,50.0
2399,Lechuga,Lettuce,15.57,1.12,1.4,0.6,1.5,0.0
2548,Lecitina de soja,Soy lecithin,501.2,0.0,8.0,53.0,0.0,0.0
2275,"Lengua de cerdo, cruda","Pork, tongue, raw",156.09,16.0,0.0,10.3,0.0,90.0
2276,"Lengua de cordero, cruda","Lamb, tongue, raw",191.28,15.3,0.0,14.6,0.0,80.0
983,"Lengua, de buey, cruda","Tongue, ox, raw",217.95,14.9,3.7,16.1,0.0,70.0
985,"Lengua, de ternera, cruda","Tongue, veal, roasted",135.11,17.8,0.0,7.1,0.0,80.0
2341,Lenguado,Sole,78.54,16.5,0.0,1.3,0.0,100.0
820,"Lenguado, al horno","Sole, baked",73.47,16.0,0.0,0.96,0.0,90.0
2342,"Lenguado, frito","Sole, fried",92.18,17.9,0.0,2.2,0.0,120.0
2343,"Lenguado, plancha","Sole, griddle",134.8,15.36,0.47,7.97,0.0,90.0
1126,"Lenteja, en conserva","Lentil, canned",73.69,6.28,11.4,0.21,5.1,450.0
2200,"Lenteja, hervida","Lentil, boiled",331.14,23.0,54.8,1.7,11.2,40.0
1065,"Lenteja, seca, cruda","Lentil, dried, raw",308.86,24.77,48.7,1.17,9.7,230.0
2445,Licor benedictine,Benedictine liqueur,258.84,0.0,33.0,0.0,0.0,0.0
2447,Licor de café,Coffee liqueur,343.12,0.0,46.8,0.29,0.0,10.0
2428,Licor de crema 15-17% vol.,Cream liqueur 15-17% volume,322.3,0.0,20.9,14.8,,80.0
2448,Licores de frutas,Fruits liqueur,225.79,0.1,35.0,0.0,0.0,10.0
986,"Liebre, entera, cruda","Hare, whole, raw",192.23,29.9,0.0,8.0,0.0,50.0
821,"Lija, cruda","Dogfish, raw",135.04,18.0,0.0,7.0,0.0,120.0
1001,"Lima, cruda","Lime, raw",8.27,0.6,1.0,0.2,2.8,0.0
2449,Limonada,Lemonade,11.52,0.5,1.9,0.2,2.8,0.0
1003,"Litchi, crudo","Litchis, raw",66.87,0.9,14.6,0.44,1.3,0.0
2400,Lombarda,Lombard,22.16,1.5,3.5,0.18,2.5,10.0
2277,Lomo embuchado,"Cured pork, loin",321.2,34.0,0.0,20.7,0.0,1470.0
2322,Longaniza,Sausage,344.77,25.0,0.0,27.5,0.0,70.0
2344,Lubina,Seabass,84.63,18.0,0.0,1.3,0.0,70.0
822,"Lucio, al horno","Pike, baked",95.06,21.5,0.0,0.87,0.0,60.0
943,"Macedonia de frutas, conserva en su jugo","Fruit salad, canned in own juice",106.12,0.9,25.0,0.1,1.1,0.0
2678,Magdalena,Muffin,384.99,6.1,39.9,22.4,1.0,210.0
879,"Maíz, en mazorca, congelado, crudo","Corn, on the cob, frozen, raw",94.43,3.2,18.3,0.8,3.8,10.0
1114,"Maíz, en mazorca, crudo","Corn, on the cob, raw",390.07,8.4,85.6,0.92,2.7,10.0
2230,"Mandarina, congelada","Tangerine, frozen",41.71,0.63,9.2,0.2,1.8,0.0
1186,"Mango, crudo","Mango, without skin, raw",58.65,0.6,13.4,0.2,2.3,0.0
2549,Manteca,Pork lard,875.48,0.0,0.0,99.0,0.0,0.0
756,Mantequilla salada,Butter with salt,730.02,0.7,0.5,82.0,0.0,870.0
2550,"Mantequilla, baja en calorías","Butter, light",500.67,3.3,0.0,55.1,0.0,450.0
2551,Margarina de maíz,Corn margarine,714.77,0.9,0.9,80.0,0.0,200.0
2552,"Margarina, baja en calorías","Margarine, light",361.94,1.62,0.4,40.0,0.0,390.0
1060,"Masa de hojaldre, cruda","Puff pastry, raw",407.97,4.85,31.68,29.35,1.5,340.0
2553,Mayonesa con aceite de girasol,Mayonnaise sunflower oil,697.4,1.3,5.8,75.6,0.0,580.0
874,"Mayonesa, aceite de oliva","Mayonnaise, olive oil, home-prepared",781.65,2.1,0.1,87.38,,330.0
873,"Mayonesa, aceite de soja","Mayonnaise, soybean oil",706.77,1.3,0.7,79.0,0.0,410.0
2554,"Mayonesa, baja en calorías",Mayonnaise light,296.44,1.0,10.8,28.1,0.0,750.0
2345,Mejillon,Mussel,60.68,10.8,0.0,1.9,0.0,210.0
823,"Mejillón, en conserva, al natural","Mussel, canned in brine",82.53,12.0,2.0,2.9,0.0,290.0
2346,"Mejillón, en escabeche","Mussel, pickled",167.28,10.7,0.0,14.0,0.0,0.0
824,"Mejillón, hervido","Mussel, boiled",111.77,18.45,3.18,2.7,0.0,370.0
946,"Melocotón, desecado","Peach, dried",270.42,3.6,61.3,0.76,8.2,10.0
1006,"Membrillo, crudo","Quince, raw",28.81,0.3,6.3,0.23,6.4,0.0
2401,"Menestra de verduras, congelada","Vegetables, stewed, frozen",44.65,3.3,6.6,0.5,4.0,100.0
872,"Menta, fresca","Mint, fresh",43.43,3.8,5.3,0.73,6.8,10.0
2347,Merluza fresca,"Hake, raw",64.39,11.93,0.0,1.8,0.0,100.0
825,"Merluza, congelada, cruda","Hake, frozen, raw",84.47,16.7,0.0,1.88,0.0,100.0
2348,"Merluza, rebozada, frita","Hake, coat in batter, deep fried",148.57,10.65,3.52,10.29,0.15,90.0
2654,"Mermelada de albaricoque y melocotón, baja en calorías","Marmalade, apricot and peach, light",220.63,0.7,53.6,0.0,2.8,50.0
772,Mermelada de ciruela,"Marmalade, plum",15.03,0.3,3.4,0.0,1.0,10.0
2655,Mermelada de frambuesa,"marmalade, raspberry",251.92,0.45,60.9,0.3,1.2,10.0
2656,Mermelada de fresa,"Marmalade, strawberry",248.99,0.31,59.6,0.63,2.6,10.0
2657,"Mermelada de fresa, baja en calorías","marmalade, strawberry, light",220.63,0.7,53.6,0.0,2.3,50.0
826,"Mero, crudo","Grouper, raw",87.67,19.4,0.0,1.2,0.0,80.0
2349,"Mero, plancha","Grouper, griddle",146.1,14.33,0.32,9.79,0.16,70.0
2643,Miel,Honey,314.08,0.5,76.8,0.0,0.0,20.0
2156,Mijo,Millet,343.54,11.01,64.4,4.2,8.5,10.0
2157,Miso,Miso,208.2,11.69,26.47,6.01,5.4,3730.0
2601,Mojo picon,"Sauce, ""mojo picón"" type",708.78,0.94,1.78,78.9,0.16,0.0
2278,Molleja de cordero,Lamb gizzard,131.14,15.3,0.0,7.8,0.0,70.0
2280,Morcilla,Blood sausage,322.99,11.0,3.2,30.0,,700.0
2281,"Morcilla, frita","Blood sausage, fried",305.73,12.58,15.0,21.9,0.5,910.0
2282,Mortadela,Bologna,293.6,14.0,3.0,25.39,0.0,670.0
2600,Mostaza,Mustard,132.72,5.9,5.0,10.0,1.3,2250.0
2496,Mousse de chocolate,Chocolate mousse,245.94,5.1,37.8,8.1,2.3,60.0
917,"Mousse de queso fresco, con frutas","Mousse, cottage cheese, with fruits",134.7,5.4,16.0,5.4,0.2,340.0
918,"Mousse de queso fresco, desnatado, azucarado","Mousse, cottage cheese, skimmed, with sugar",105.62,8.5,11.4,2.8,0.0,40.0
919,"Mousse de queso fresco, desnatado, con frutas","Mousse, cottage cheese, skimmed, with fruit",116.68,5.6,19.2,1.8,0.3,30.0
920,"Mousse de yogur, con frutas","Yogurt mousse, with fruits",144.57,3.3,17.7,6.7,,
921,"Mousse de yogur, natural","Yogurt mousse, plain",165.2,4.4,15.8,9.4,,50.0
2158,Muesli,Granola,381.69,9.0,61.0,11.0,8.0,200.0
827,"Mújol, al horno","Thicklip grey mullet, baked",147.76,24.8,0.0,5.31,0.0,70.0
828,"Mújol, crudo","Thicklip grey mullet, raw",127.58,15.8,0.8,6.8,0.0,80.0
880,"Nabo, pelado, crudo","Turnip, peeled, raw",18.43,0.9,3.2,0.2,2.0,60.0
1062,"Napolitana, rellena con crema de cacao","Flaky pastry, filled with chocolate cream",466.3,7.0,49.0,27.0,7.2,500.0
2555,Nata montada,Whipped cream,303.21,2.36,3.27,31.7,0.0,30.0
923,"Nata, líquida, para cocinar, 18% de grasa","Cream, 18 % fat, uht",200.78,2.51,3.4,19.99,0.0,40.0
2497,Natillas sabor vainilla,"Custard, vainilla flavored",103.58,3.7,15.48,2.9,,80.0
2236,Nectarina,Nectarine,43.14,1.4,9.0,0.1,2.2,0.0
881,"Níscalo, crudo","Milk cap, raw",14.01,1.89,0.1,0.67,6.89,10.0
956,"Níspero, con piel, crudo","Medlar, with skin, raw",52.56,0.4,12.1,0.2,1.7,0.0
2238,"Nispero, sin piel , congelado","Medlar, withouth skin, frozen",38.99,0.56,8.6,0.2,2.1,0.0
2201,Nuez,Walnut,592.04,14.0,3.3,63.28,5.2,0.0
2599,Nuez moscada,Nutmeg,544.85,5.8,49.29,36.3,20.8,20.0
2202,"Nuez, cruda, con cáscara","Walnut, raw, in shell",592.04,14.0,3.3,59.0,5.2,0.0
978,"Oca, sin piel, asada","Goose, part n/e, without skin, roasted",274.51,29.1,0.0,17.67,0.0,120.0
2598,"Orégano, seco","oregano, dried",415.81,11.0,68.92,10.3,42.8,10.0
829,"Ostra, cruda","Oyster, raw",63.85,8.14,2.76,2.21,0.0,400.0
2597,Paella,Paella,171.88,12.37,17.44,5.74,0.5,50.0
2596,Paella marinera,Seafood paella,122.01,3.55,25.13,0.62,2.03,430.0
2159,Palmera,Butterfly cookies,533.46,5.0,61.0,30.0,2.4,430.0
882,"Palmito, en conserva","Palm heart, canned",46.53,2.8,8.0,0.3,,620.0
871,"Palomitas de maíz, sin aceite, sin sal","Pop corn, without oil, without salt",341.47,12.0,62.9,4.2,15.0,0.0
2160,"Pan blanco, de barra",White bread,238.84,8.3,47.0,1.6,3.5,650.0
1064,"Pan blanco, de barra, sin sal","White bread, without salt",261.67,8.0,53.9,1.15,3.5,0.0
2161,"Pan blanco, de molde, tostado","Bread, sliced, toasted",248.06,7.3,45.7,3.7,3.6,610.0
2162,"Pan blanco, frito","White bread, fried",259.24,8.82,51.5,1.6,3.5,510.0
1066,"Pan blanco, tipo ""baguette""","White bread, ""baguette"" type",269.79,8.0,55.9,1.15,3.5,650.0
2165,"Pan blanco, tostado","White bread, toasted",303.68,10.1,59.2,2.5,4.5,650.0
2166,"Pan blanco, tostado sin sal","White bread, toasted, without salt",303.68,10.1,59.2,2.5,4.5,0.0
1067,Pan de avena,Oat bread,270.1,8.4,48.5,4.4,4.0,20.0
1070,Pan de cebada,Barley bread,197.85,6.4,39.9,1.1,4.6,0.0
2167,Pan de centeno,Rye bread,220.17,6.21,45.8,1.0,6.46,520.0
2168,Pan de leche,Milk bread,414.15,10.0,52.1,18.3,2.3,170.0
1071,Pan de maíz,Corn bread,313.12,7.2,48.1,10.0,2.4,780.0
2163,Pan integral,Whole wheat bread,249.59,10.9,44.0,3.0,6.0,530.0
2164,"Pan integral, de molde, tostado","Bread, whole wheat, sliced, toasted",249.59,10.9,44.0,3.0,6.0,530.0
2169,"Pan integral, sin sal","Whole wheat bread, without salt",249.59,10.9,44.0,3.0,6.0,0.0
2170,"Pan integral, tostado","Whole bread, toasted",267.4,10.8,48.7,2.9,8.7,640.0
2171,Pan rallado,Breadcrumbs,257.81,8.47,51.5,1.6,3.5,540.0
2173,Pan tostado integral,"Whole wheat bread, toast",303.68,10.1,59.2,2.5,4.5,640.0
2174,"Pan, tipo hamburguesa",Burguer bread,265.2,7.54,47.5,4.7,4.1,550.0
2351,"Panga, cruda","Iridescent shark, raw",66.28,13.4,0.3,1.2,0.0,270.0
2239,Paraguaya,Flat peach,45.98,0.9,10.2,0.1,2.2,0.0
1118,"Pasta alimenticia, con huevo, cruda","Pasta, with egg, raw",372.98,13.5,69.2,4.18,2.8,20.0
1072,"Pasta alimenticia, con huevo, hervida","Pasta, with egg, boiled",125.34,4.7,22.9,1.49,1.0,0.0
1073,"Pasta alimenticia, con vegetales, cruda","Pasta, with vegetables, raw",338.67,12.0,67.0,2.0,6.0,0.0
1117,"Pasta alimenticia, cruda","Pasta, raw",351.67,12.5,70.9,1.45,5.0,10.0
1074,"Pasta alimenticia, integral, cruda","Pasta, whole, raw",345.53,13.4,66.2,2.5,11.5,10.0
1076,"Pasta alimenticia, integral, hervida","Pasta, whole, boiled",121.32,4.7,23.2,0.9,4.0,0.0
1077,"Pasta alimenticia, rellena con carne, hervida","Pasta, filled with meat, boiled",100.48,4.7,12.7,3.37,1.8,440.0
2240,Pasta de fruta,Fruit paste,256.79,1.0,62.2,0.0,3.2,0.0
2567,Pasta de sésamo,Tahini,590.51,18.2,0.9,58.0,7.9,20.0
2175,Pastas de te,Tea cookie,346.44,8.9,58.3,8.3,0.0,300.0
2658,Pastel,Cake,399.67,5.2,49.2,20.2,1.2,0.0
1115,Pastel con fruta confitada,Fruit cake,367.28,5.1,57.0,13.0,1.0,210.0
1116,Pastel de chocolate,Chocolate cake,437.89,5.19,41.77,27.94,1.84,40.0
1078,Pastel de manzana,Apple cake,381.86,3.5,57.4,15.2,2.1,630.0
2402,"Patata, asada","Potato, roast",205.46,4.29,46.06,0.1,7.9,20.0
2403,"Patata, cruda","Potato, raw",72.47,2.2,15.2,0.2,1.7,10.0
883,"Patata, frita con aceite s/e, sin sal","Potato, fried in oil unspecified, without salt",288.77,3.8,30.0,17.12,3.0,10.0
2404,"Patata, hervida","Potato, boiled",74.9,2.38,15.62,0.2,1.8,10.0
2405,"Patata, prefrita, congelada","Potato, prefried, frozen",269.27,4.1,32.79,13.5,3.5,30.0
884,"Patata, salteada con aceite girasol","Potato, sauteed, with sunflowerseed oil",134.07,1.95,13.99,7.84,1.47,10.0
870,"Patatas chips, ""lights""","Potato crips, low calorie",457.4,7.05,57.1,22.25,8.85,890.0
2594,"Patatas, fritas, chips",Chips,536.16,6.5,49.5,34.9,4.0,700.0
2284,"Pate de higado de cerdo, 30% de grasa","Pork liver pate, fat 30%",338.07,14.0,5.0,29.5,0.0,740.0
968,Paté de pimienta,Pepper paté,288.81,11.9,11.3,28.0,0.0,660.0
969,"Pato, entero, asado","Duck, whole, roasted",188.61,25.0,0.0,9.84,0.0,90.0
976,"Pato, entero, crudo","Duck, whole, raw",137.52,19.7,0.0,6.5,0.0,80.0
2285,"Pavo, crudo","Turkey, raw",157.16,20.18,0.0,8.5,0.0,60.0
2286,"Pavo, fiambre",Turkey luncheon meat,146.92,15.3,0.4,9.4,0.0,1000.0
2287,"Pavo, fiambre, bajo en grasa","Turkey luncheon meat, low fat",100.12,19.3,3.6,0.8,0.0,1180.0
1059,"Pavo, muslo, con piel, crudo","Turkey, leg, with skin, raw",150.72,18.9,0.0,8.36,0.0,70.0
990,"Pavo, pechuga, sin piel, a la plancha","Turkey, breast, without skin, grilled",144.88,29.9,0.0,2.65,0.0,160.0
2406,Pepinillos en vinagre,Pickled gherkin,15.67,1.04,2.6,0.1,1.2,960.0
2407,Pepino,Cucumber,11.85,0.7,2.0,0.1,0.8,0.0
1013,"Pera, enlatada en almíbar","Pear, canned, in syrup",61.5,0.2,14.5,0.2,1.7,10.0
831,"Perca, al horno","Perch, baked",97.49,21.6,0.0,1.1,0.0,70.0
832,"Perca, cruda","Perch, raw",89.72,18.6,0.0,1.6,0.0,50.0
2352,Percebe, goose barnacle ,59.68,13.6,0.0,0.5,0.0,20.0
2289,"Perdiz, cruda","Partridge, raw",111.41,22.37,0.0,2.32,0.0,50.0
2593,"Perejil, fresco","parsley, fresh",34.66,3.0,2.7,1.3,5.0,30.0
1174,"Pescadilla, congelada, cruda","Whiting, frozen, raw",55.13,11.75,0.0,0.84,0.0,100.0
834,"Pescadilla, rebozada en harina, frita","Whiting, coated in batter, fried",176.69,18.1,3.0,10.29,0.1,130.0
2354,"Pescado, genérico",Fish,95.82,20.1,0.0,1.6,0.0,90.0
928,"Petit líquido, sabor fresa","Petit type cheese, liquid, strawberry flavour",79.13,2.8,14.5,1.0,0.1,40.0
