code,name_it,kcal_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sugar_100g,sodium_mg_100g
120010,Acciuga o alice,96.0,16.8,1.5,2.6,0.0,1.5,110.0
120020,"Acciuga o alice, sott'olio",206.0,25.9,0.2,11.3,0.0,0.2,480.0
120030,"Acciuga o alice, sotto sale",137.0,25.0,2.3,3.1,0.0,2.3,
005000,Aglio,53.0,8.4,1.0,0.8,4.3,1.0,4.0
005004,Aglio Bianco Piacentino,47.0,7.2,0.9,0.6,4.7,0.94,3.0
005001,Aglio Rosso di Castelliri,52.0,8.9,1.02,0.5,3.8,1.02,4.0
005002,Aglio Rosso di Procerno,57.0,8.9,1.0,0.9,4.6,1.02,5.0
005003,Aglio Rosso di Sulmona,58.0,8.7,1.0,1.3,4.0,0.97,5.0
104033,"Agnello, coscio, cotto, al forno",118.0,23.0,0.0,2.9,0.0,0.0,65.0
104030,"Agnello, coscio, crudo",102.0,20.0,0.0,2.5,0.0,0.0,68.0
104043,"Agnello, costoletta, cotto, al forno",118.0,22.7,0.0,3.0,0.0,0.0,71.0
104040,"Agnello, costoletta, crudo",106.0,20.4,0.0,2.7,0.0,0.0,70.0
104029,"Agnello, cotto, al forno",199.0,25.0,0.0,11.0,0.0,0.0,106.0
104020,"Agnello, crudo",159.0,20.0,0.0,8.8,0.0,0.0,88.0
005025,"Agretti, cotti, bolliti",25.0,2.1,2.6,0.2,2.7,2.6,
005010,"Agretti, crudi",22.0,1.8,2.2,0.2,2.3,2.2,
007010,"Albicocche, disidratate",356.0,5.6,80.6,1.0,11.0,80.6,33.0
007000,"Albicocche, fresche",42.0,0.4,9.8,0.1,1.5,9.8,1.0
007020,"Albicocche, sciroppate",65.0,0.4,16.1,0.1,0.9,16.1,10.0
007030,"Albicocche, secche",286.0,5.0,66.5,0.5,6.0,66.5,26.0
007700,"Amarene, fresche",44.0,0.8,10.2,0.0,1.1,10.2,2.0
008610,Anacardi,604.0,15.0,33.0,46.0,3.0,5.6,16.0
007460,"Ananas, fresco",42.0,0.5,10.0,0.0,1.0,10.0,2.0
007470,"Ananas, sciroppato",66.0,0.5,16.6,0.0,0.7,16.6,2.0
106010,"Anatra domestica, crudo",159.0,21.4,0.0,8.2,0.0,0.0,110.0
120250,"Anguilla d'allevamento, filetti",237.0,16.2,0.5,18.9,0.0,0.5,
120230,Anguilla di fiume,261.0,11.8,0.1,23.7,0.0,0.1,65.0
120240,Anguilla di mare,237.0,14.6,0.7,19.6,0.0,0.7,87.0
120210,"Anguilla, affumicata",231.0,17.5,0.2,17.8,0.0,0.2,
120220,"Anguilla, marinata",259.0,14.8,0.6,21.9,0.0,0.6,
115010,Animelle di bovini,304.0,11.5,0.1,28.6,0.0,0.1,
115019,"Animelle di bovini, cotte",434.0,16.4,0.2,40.9,0.0,0.2,
007480,"Anona, fresca",73.0,1.8,15.8,0.2,2.2,,4.0
008500,"Arachidi, tostate",620.0,29.0,8.5,50.0,10.9,3.1,6.0
128050,Aragosta,85.0,16.0,1.0,1.9,0.0,1.0,177.0
128055,"Aragosta, bollita",86.0,16.2,1.0,1.9,0.0,1.0,179.0
008011,"Arance bionde succo, fresco",38.0,0.5,9.6,0.0,0.0,9.6,
008001,"Arance bionde, fresche",45.0,0.7,9.9,0.2,1.6,9.9,
008005,"Arance Moro, fresche",42.0,0.7,9.0,0.2,1.6,9.0,
008012,"Arance rosse succo, fresco",39.0,0.5,9.8,0.0,0.0,9.8,
008004,"Arance rosse, fresche",45.0,0.7,9.9,0.2,1.6,9.9,
008006,"Arance Sanguinello, fresche",47.0,0.7,10.6,0.1,1.6,10.6,
008010,"Arance succo, fresco",33.0,0.5,8.2,0.0,0.0,8.2,2.0
008007,"Arance Tarocco, fresche",45.0,0.7,10.0,0.2,1.6,10.0,
008002,"Arance Valencia, fresche",39.0,0.7,8.0,0.3,1.6,8.0,
008003,"Arance Washington Navel, fresche",44.0,1.0,9.4,0.2,1.6,9.4,
008000,"Arance, fresche",37.0,0.7,7.8,0.2,1.6,7.8,3.0
401010,Aranciata,38.0,0.1,10.0,0.0,0.0,10.0,0.0
120300,Aringa,216.0,16.5,0.0,16.7,0.0,0.0,95.0
120310,"Aringa, affumicata",194.0,19.9,0.0,12.7,0.0,0.0,1237.0
120320,"Aringa, marinata",199.0,18.3,0.0,14.0,0.0,0.0,1030.0
120330,"Aringa, sotto sale",218.0,19.8,0.0,15.4,0.0,0.0,5060.0
005030,"Asparagi di bosco, crudi",40.0,4.6,4.0,0.2,2.2,4.0,5.0
005045,"Asparagi di campo, cotti, bolliti",34.0,3.8,3.4,0.2,2.1,3.4,1.0
005040,"Asparagi di campo, crudi",33.0,3.6,3.3,0.2,2.0,3.3,1.0
005050,"Asparagi di serra, crudi",28.0,3.0,3.0,0.1,2.1,3.0,1.0
007490,"Avocado, fresco",238.0,4.4,1.8,23.0,3.3,1.8,2.0
207010,Baba' al rhum,288.0,5.9,41.2,5.7,1.1,18.5,
007500,"Babaco, fresca",24.0,0.7,4.5,0.2,1.1,4.5,1.0
120510,Cefalo muggine,127.0,15.8,0.7,6.8,0.0,0.7,67.0
120610,Cernia surgelata,88.0,17.0,0.5,2.0,0.0,0.5,120.0
115110,Cervello di bovini,157.0,10.0,0.8,12.7,0.0,0.8,140.0
108010,"Cervo, solo tessuto muscolare, crudo",91.0,21.0,0.0,0.8,0.0,0.0,
005220,"Cetrioli, freschi",16.0,0.7,1.8,0.5,0.8,1.8,13.0
160880,Cheddar,388.0,26.7,0.5,31.0,0.0,0.5,610.0
119020,"Cheese burger, fast food",300.0,16.3,30.2,13.1,2.0,,
119040,"Chicken Nuggets, fast food",242.0,17.7,15.4,12.4,0.9,1.5,
110130,Ciccioli,636.0,45.2,0.0,50.6,0.0,,640.0
005230,"Cicoria, da taglio, coltivata, cruda",14.0,1.2,1.7,0.1,1.2,1.7,7.0
005245,"Cicoria, di campo, cotta, bollita",17.0,1.4,0.7,0.2,3.6,0.7,1.0
005240,"Cicoria, di campo, cruda",17.0,1.4,0.7,0.2,3.6,0.7,1.0
005250,"Cicoria, witloof o indivia belga, cruda",20.0,0.7,3.2,0.3,1.1,3.2,
007720,"Ciliege, candite",252.0,0.4,66.4,0.0,0.9,66.4,27.0
007710,"Ciliege, fresche",48.0,0.8,11.0,0.1,1.3,11.0,3.0
203010,"Cioccolato, al latte",552.0,7.3,50.5,36.3,3.2,50.5,120.0
203030,"Cioccolato, al latte con nocciole",553.0,7.2,48.6,36.9,4.8,48.6,
203020,"Cioccolato, fondente",531.0,6.6,49.7,33.6,8.0,49.7,11.0
005305,"Cipolle, cotte, bollite",39.0,1.4,7.8,0.1,1.4,7.8,8.0
005300,"Cipolle, crude",28.0,1.0,5.7,0.1,1.0,5.7,10.0
005315,"Cipolline, cotte, bollite",53.0,1.7,10.9,0.1,2.4,10.9,
005310,"Cipolline, crude",42.0,1.3,8.5,0.1,1.9,8.5,
008020,"Clementine, fresche",40.0,0.9,8.7,0.1,1.2,8.7,4.0
007530,"Cocco, essiccato",669.0,5.6,16.4,62.0,13.7,16.4,28.0
007520,"Cocco, fresco",358.0,3.5,4.4,35.0,6.1,4.4,23.0
008940,Cocktail di frutta sciroppata,59.0,0.4,14.8,0.0,1.0,14.8,3.0
007040,"Cocomero, fresco",16.0,0.4,3.7,0.0,0.2,3.7,3.0
107010,"Coniglio intero, crudo",118.0,19.9,0.0,4.3,0.0,0.0,67.0
107030,"Coniglio, coscio, crudo",137.0,21.0,0.0,5.9,0.0,0.0,
107020,"Coniglio, intero surgelato, crudo",116.0,20.3,0.0,3.9,0.0,0.0,67.0
107019,"Coniglio, intero, cotto",166.0,27.9,0.0,6.0,0.0,0.0,
110150,Coppa,400.0,28.9,0.0,31.6,0.0,,1960.0
115120,Coratella di agnello,109.0,15.7,1.0,4.7,0.0,1.0,
115130,Coratella di vitello,100.0,17.1,0.8,3.2,0.0,0.8,
120710,Coregone,135.0,19.0,0.1,6.5,0.0,0.1,
003020,Corn flakes,367.0,6.6,87.4,0.8,2.8,10.4,500.0
002500,Cornetti,403.0,7.2,54.7,18.3,2.1,10.6,350.0
120810,Corvina,88.0,20.0,0.2,0.8,0.0,0.2,128.0
110195,"Cotechino Modena IGP, cotto",253.0,23.6,3.2,16.3,0.0,,880.0
110190,"Cotechino, confezionato precotto",449.0,17.2,0.0,42.3,0.0,0.0,1138.0
000046,"Couscous, cotto",179.0,3.6,39.7,1.1,2.7,1.3,96.0
000045,"Couscous, crudo",361.0,13.7,76.5,1.1,4.5,2.7,10.0
127120,Cozza o mitilo,84.0,11.7,3.4,2.7,0.0,0.3,290.0
001000,"Crackers, al formaggio",498.0,10.1,59.2,25.5,2.8,5.5,688.0
001010,"Crackers, alla soia",421.0,13.1,67.7,11.7,4.9,6.3,
001030,"Crackers, integrali",402.0,12.0,61.7,11.4,10.0,2.1,703.0
001020,"Crackers, salati",386.0,9.4,67.5,10.0,2.8,0.0,
140100,"Crema di latte, 12% di lipidi",140.0,2.8,4.4,12.5,0.0,4.4,
203500,Crema di nocciole e cacao,537.0,6.9,58.1,32.4,,58.1,50.0
160890,Crescenza,281.0,16.1,1.9,23.3,0.0,1.9,350.0
002510,Croissants,362.0,8.3,38.0,20.3,1.6,1.1,390.0
208500,"Crostata, con crema al cacao, industriale",492.0,4.6,67.0,24.7,,36.1,208.0
208520,"Crostata, con marmellata di albicocche, industriale",421.0,0.9,71.7,16.5,,28.4,235.0
208510,"Crostata, con marmellata, industriale",339.0,4.9,65.5,8.2,,,
000150,Crusca di frumento,290.0,14.1,26.6,5.5,42.4,3.8,28.0
115210,Cuore di bovini,123.0,16.8,0.5,6.0,0.0,0.5,95.0
115219,"Cuore di bovini, cotto",189.0,25.8,0.8,9.2,0.0,0.8,
115220,Cuore di equini,146.0,18.7,0.6,7.7,0.0,0.6,
115230,Cuore di ovini,134.0,16.9,0.4,7.2,0.0,0.4,
115240,Cuore di pollo,103.0,14.1,0.2,5.1,0.0,0.2,
115249,"Cuore di pollo, cotto",147.0,20.1,0.3,7.3,0.0,0.3,
115250,Cuore di suino,159.0,18.3,0.4,9.4,0.0,0.4,80.0
115260,Cuore di tacchino,103.0,14.1,0.2,5.1,0.0,0.2,
115269,"Cuore di tacchino, cotto",147.0,20.1,0.3,7.3,0.0,0.3,
503010,Dadi da brodo,250.0,15.7,5.0,18.7,,,
108100,"Daino, solo tessuto muscolare, crudo",95.0,21.0,0.0,1.2,0.0,0.0,81.0
007630,"Datteri, secchi",270.0,2.7,63.1,0.6,8.7,63.1,5.0
120910,Dentice,101.0,16.7,0.7,3.5,0.0,0.7,128.0
120920,"Dentice, surgelato",103.0,17.2,0.7,3.5,0.0,0.7,
161200,Dolce verde,276.0,19.1,2.5,21.1,0.0,2.5,
161600,Edam,326.0,25.5,1.4,24.3,0.0,1.4,
161610,Emmenthal,403.0,28.5,3.6,30.6,0.0,3.6,450.0
108510,"Fagiano, crudo",144.0,24.3,0.0,5.2,0.0,0.0,70.0
004100,Fagioli,326.0,23.6,47.5,2.0,17.5,3.5,4.0
004220,"Fagioli dall'occhio, secchi",318.0,22.4,50.9,1.4,12.7,4.0,14.0
004110,"Fagioli, Borlotti, freschi",143.0,10.2,22.7,0.8,4.8,1.2,2.0
004115,"Fagioli, Borlotti, freschi, cotti, bolliti",78.0,5.7,11.2,0.5,4.2,0.5,
004130,"Fagioli, Borlotti, in scatola, scolati",102.0,6.7,15.9,0.5,5.5,1.0,294.0
004120,"Fagioli, Borlotti, secchi",312.0,20.2,47.7,2.0,17.3,3.5,3.0
004125,"Fagioli, Borlotti, secchi, cotti, bolliti",106.0,6.9,16.4,0.4,6.9,1.0,2.0
004210,"Fagioli, Cannellini in scatola, scolati",86.0,6.0,12.5,0.6,4.8,0.3,431.0
004200,"Fagioli, Cannellini, secchi",314.0,23.4,45.5,1.6,17.6,2.9,5.0
004205,"Fagioli, Cannellini, secchi, cotti, bolliti",107.0,8.0,14.9,0.4,7.8,0.6,2.0
004105,"Fagioli, cotti, bolliti",117.0,7.9,17.0,0.7,7.8,1.2,
004305,"Fagiolini a corallo, cotti, bolliti",31.0,1.7,4.6,0.1,2.9,2.1,
004310,"Fagiolini, freschi",24.0,2.1,2.4,0.1,2.9,2.4,2.0
