code,name_it,kcal_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sugar_100g,sodium_mg_100g
122100,Pesce gatto,92.0,15.5,0.2,3.3,0.0,0.2,63.0
007300,"Pesche, disidratate",364.0,4.8,88.0,0.9,3.5,88.0,21.0
007290,"Pesche, fresche, con buccia",28.0,0.7,5.8,0.0,1.9,5.8,
007280,"Pesche, fresche, senza buccia",30.0,0.8,6.1,0.1,1.6,6.1,3.0
007310,"Pesche, sciroppate",56.0,0.5,14.0,0.0,0.9,14.0,4.0
007320,"Pesche, secche",280.0,3.1,68.3,0.7,2.8,68.3,16.0
007330,"Peschenoci, fresche",36.0,1.4,7.0,0.1,1.5,7.0,
108520,"Piccione giovane, crudo",138.0,22.1,0.0,5.5,0.0,0.0,
008590,Pinoli,604.0,31.9,4.0,50.3,4.5,3.9,
004700,"Piselli, freschi",64.0,5.5,6.5,0.6,6.3,4.0,1.0
004706,"Piselli, freschi, cotti, in padella",104.0,9.7,11.5,1.0,6.4,7.0,
004720,"Piselli, in scatola, scolati",78.0,5.3,11.1,0.6,5.1,3.9,242.0
004710,"Piselli, secchi",317.0,21.7,48.2,2.0,15.7,2.9,38.0
004730,"Piselli, surgelati",61.0,5.4,6.5,0.3,6.3,4.0,129.0
008600,Pistacchi,629.0,18.1,8.1,56.1,10.6,4.5,1.0
008605,Pistacchio di Bronte DOP,595.0,24.3,7.3,48.9,15.3,7.3,0.0
000700,Pizza bianca,306.0,7.9,57.9,5.9,2.3,2.1,789.0
000710,Pizza con pomodoro,248.0,7.6,40.7,6.6,2.7,2.9,280.0
000720,Pizza con pomodoro e mozzarella,255.0,12.1,35.5,7.6,2.5,2.5,775.0
000076,"Polenta, cotta",73.0,0.9,17.8,0.04,0.9,0.2,91.0
000075,"Polenta, cruda",323.0,8.0,72.7,0.7,6.2,0.6,5.0
106273,"Pollo, ala, con pelle, cotta, al forno",283.0,31.7,0.0,17.4,0.0,0.0,168.0
106270,"Pollo, ala, con pelle, crudo",196.0,16.7,0.0,14.3,0.0,0.0,100.0
106403,"Pollo, fuso, con pelle, cotto, al forno",201.0,31.2,0.0,8.5,0.0,0.0,136.0
106400,"Pollo, fuso, con pelle, crudo",125.0,18.4,0.0,5.7,0.0,0.0,87.0
106413,"Pollo, fuso, senza pelle, cotto, al forno",175.0,29.9,0.0,6.2,0.0,0.0,128.0
106410,"Pollo, fuso, senza pelle, crudo",107.0,18.5,0.0,3.7,0.0,0.0,86.0
106203,"Pollo, intero, con pelle, cotto, al forno",200.0,27.1,0.0,10.2,0.0,0.0,93.0
106251,"Pollo, intero, con pelle, cotto, arrosto",245.0,28.3,0.0,14.7,0.0,0.0,75.0
106200,"Pollo, intero, con pelle, crudo",171.0,19.0,0.0,10.6,0.0,0.0,62.0
106213,"Pollo, intero, senza pelle, cotto, al forno",160.0,27.9,0.0,5.4,0.0,0.0,90.0
106261,"Pollo, intero, senza pelle, cotto, arrosto",206.0,28.9,0.0,10.0,0.0,0.0,85.0
106210,"Pollo, intero, senza pelle, crudo",110.0,19.4,0.0,3.6,0.0,0.0,70.0
106506,"Pollo, petto, cotto, in padella",129.0,30.2,0.0,0.9,0.0,0.0,46.0
106500,"Pollo, petto, crudo",100.0,23.3,0.0,0.8,0.0,0.0,33.0
106603,"Pollo, sovracoscia, con pelle, cotto, al forno",219.0,26.7,0.0,12.5,0.0,0.0,100.0
106600,"Pollo, sovracoscia, con pelle, crudo",196.0,17.4,0.0,14.0,0.0,0.0,71.0
106613,"Pollo, sovracoscia, senza pelle, cotto, al forno",188.0,28.3,0.0,8.3,0.0,0.0,112.0
106610,"Pollo, sovracoscia, senza pelle, crudo",132.0,18.7,0.0,6.3,0.0,0.0,67.0
115600,Polmone di bovini,75.0,14.0,0.0,2.1,0.0,0.0,198.0
127150,Polpo,57.0,10.6,1.4,1.0,0.0,1.4,
006660,"Pomodori, conserva",100.0,3.9,20.4,0.4,2.0,20.4,760.0
006600,"Pomodori, da insalata, freschi",19.0,1.2,2.8,0.2,1.0,2.8,3.0
006610,"Pomodori, maturi, freschi",23.0,1.0,3.5,0.2,2.0,3.5,6.0
006640,"Pomodori, Nerina, rossi, freschi",21.0,1.1,2.8,0.4,1.4,2.8,16.0
006630,"Pomodori, Nerina, verdi, freschi",21.0,0.9,2.8,0.4,1.5,2.8,16.0
006670,"Pomodori, passata",21.0,1.3,3.0,0.2,1.5,3.0,16.0
006680,"Pomodori, pelati in scatola",22.0,1.2,3.0,0.5,0.9,3.0,9.0
006620,"Pomodori, San Marzano, freschi",21.0,1.1,3.0,0.2,2.0,3.0,3.0
006690,"Pomodori, succo",16.0,0.8,3.0,0.0,0.6,3.0,230.0
006650,"Pomodorini ciliegino, freschi",37.0,1.1,7.2,0.4,1.0,9.0,5.0
008070,"Pompelmo, fresco",29.0,0.6,6.2,0.0,1.6,6.2,1.0
501200,Pop corn,408.0,12.0,77.9,4.2,15.1,,4.0
005655,"Porri, cotti, bolliti",35.0,2.1,5.3,0.1,3.0,5.3,2.0
005650,"Porri, crudi",35.0,2.1,5.2,0.1,2.9,5.2,2.0
006840,"Prezzemolo, fresco",30.0,3.7,0.0,0.6,5.0,0.0,20.0
110400,Prosciutto cotto,138.0,15.7,1.7,7.6,0.0,,840.0
110410,"Prosciutto cotto, alta qualità",182.0,18.0,0.8,11.9,0.0,,760.0
110411,"Prosciutto cotto, alta qualità, sgrassato",126.0,19.5,0.9,5.0,0.0,,800.0
110420,"Prosciutto cotto, scelto",155.0,17.5,0.6,9.2,0.0,,760.0
110421,"Prosciutto cotto, scelto, sgrassato",115.0,19.4,0.5,4.0,0.0,,800.0
110401,"Prosciutto cotto, sgrassato",107.0,17.0,1.9,3.5,0.0,,840.0
110500,Prosciutto crudo di Modena DOP,309.0,25.6,0.1,22.9,0.0,,2040.0
110501,"Prosciutto crudo di Modena DOP, sgrassato",201.0,30.2,0.1,8.9,0.0,,2400.0
110505,Prosciutto crudo di montagna,303.0,26.2,0.0,22.0,0.0,0.0,
110511,"Prosciutto crudo di Parma DOP, sgrassato",176.0,29.1,0.4,6.4,0.0,,2040.0
110515,Prosciutto crudo di Pietraroja,358.0,26.2,0.0,28.1,0.0,0.0,
110520,Prosciutto crudo di San Daniele DOP,271.0,25.7,0.2,18.6,0.0,,1800.0
110521,"Prosciutto crudo di San Daniele DOP, sgrassato",176.0,29.0,0.4,6.5,0.0,,2040.0
110510,"Prosciutto crudo DOP, di Parma",269.0,25.9,0.3,18.3,0.0,,1760.0
110525,"Prosciutto crudo, disossato",224.0,26.9,0.0,12.9,0.0,0.0,2238.0
110526,"Prosciutto crudo, disossato, sgrassato",159.0,29.3,0.0,4.6,0.0,0.0,2440.0
110530,"Prosciutto crudo, gambuccio",306.0,26.2,0.0,22.4,0.0,0.0,
110535,"Prosciutto crudo, Nazionale",235.0,27.8,0.1,13.7,0.0,,2400.0
110536,"Prosciutto crudo, Nazionale, sgrassato",169.0,30.5,0.3,5.1,0.0,,2760.0
166100,Provolone,374.0,28.1,2.0,28.2,0.0,2.0,860.0
007340,"Prugne, fresche",45.0,0.5,10.5,0.1,1.5,10.5,2.0
007350,"Prugne, gialle",30.0,0.5,6.6,0.1,1.4,6.6,2.0
007360,"Prugne, rosse",45.0,0.5,10.5,0.1,1.6,10.5,
007370,"Prugne, secche",236.0,2.2,55.0,0.5,8.4,55.0,8.0
108530,"Quaglia, crudo",161.0,25.0,0.0,6.8,0.0,0.0,40.0
000097,"Quinoa, cotta, bollita",140.0,4.8,24.3,2.5,3.6,3.1,4.0
000096,"Quinoa, cruda",376.0,15.4,57.8,8.1,12.2,5.3,0.0
005441,"Radicchio rosso di Treviso IGP, precoce",16.0,1.6,1.0,0.1,2.5,1.0,13.0
005442,"Radicchio rosso di Treviso IGP, tardivo",16.0,1.5,1.4,0.1,2.1,1.4,5.0
005443,Radicchio variegato di Castelfranco IGP,16.0,1.3,1.4,0.1,2.1,1.4,14.0
005440,"Radicchio, rosso, fresco",19.0,1.4,1.6,0.1,3.0,1.6,10.0
005450,"Radicchio, verde, fresco",14.0,1.9,0.5,0.5,0.0,0.5,
109510,"Rana, crudo",64.0,15.5,0.0,0.2,0.0,0.0,
005665,"Rape, cotte, bollite",26.0,1.1,4.3,0.0,2.8,4.1,11.0
005660,"Rape, crude",24.0,1.0,4.0,0.0,2.6,3.8,15.0
005670,"Ravanelli, freschi",13.0,0.8,1.8,0.1,1.3,1.8,59.0
000876,"Ravioli, cotti",177.0,7.2,27.5,4.6,1.6,1.4,
000875,"Ravioli, crudi, freschi",265.0,10.6,40.7,7.3,2.2,1.8,
122200,Razza,68.0,14.2,0.7,0.9,0.0,0.7,110.0
115710,Rene di bovini,118.0,18.4,0.8,4.6,0.0,0.8,180.0
007770,"Ribes, freschi",52.0,0.9,9.7,0.0,5.8,9.7,3.0
166800,Ricotta di bufala,212.0,10.5,3.7,17.3,0.0,3.7,
166810,Ricotta di pecora,157.0,9.5,4.2,11.5,0.0,4.2,85.0
166820,Ricotta di vacca,146.0,8.8,3.5,10.9,0.0,3.5,78.0
000135,"Riso Basmati, cotto, bollito",113.0,3.0,25.2,0.6,0.7,0.7,2.0
000130,"Riso Basmati, crudo",367.0,9.0,82.9,1.9,1.3,1.1,0.0
000145,"Riso Venere, cotto, bollito",160.0,3.5,36.9,0.3,2.4,1.6,2.0
000140,"Riso Venere, crudo",355.0,7.8,80.4,1.3,5.1,2.2,0.0
000100,"Riso, brillato",334.0,6.7,80.4,0.4,1.0,0.2,5.0
000105,"Riso, brillato, cotto, bollito",100.0,2.0,24.2,0.1,0.2,0.1,1.0
000110,"Riso, integrale",341.0,7.5,77.4,1.9,1.9,1.2,9.0
000115,"Riso, integrale, cotto, bollito",113.0,2.5,25.5,0.6,0.8,0.4,3.0
000120,"Riso, parboiled",338.0,7.4,81.3,0.3,0.5,0.3,9.0
000125,"Riso, parboiled, cotto, bollito",97.0,2.1,23.3,0.1,0.3,0.2,4.0
003050,"Riso, soffiato, da prima colazione",354.0,6.0,85.1,1.0,1.0,9.0,1.0
166850,Robiola,338.0,20.0,2.3,27.7,0.0,2.3,
122300,Rombo,81.0,16.3,1.2,1.3,0.0,1.2,127.0
006850,"Rosmarino, fresco",110.0,1.4,13.5,4.4,7.0,13.5,15.0
005460,"Rucola o Ruchetta, fresca",30.0,2.6,3.9,0.3,0.9,3.9,
110600,Salame Brianza,384.0,26.5,1.0,30.5,0.0,1.0,1827.0
110620,Salame Fabriano,420.0,26.5,1.5,34.3,0.0,1.5,1683.0
110630,Salame Felino,375.0,30.5,0.5,27.9,0.0,0.5,1697.0
110640,Salame Milano,385.0,25.4,1.1,31.0,0.0,,1560.0
110650,Salame Napoli,378.0,27.4,0.2,29.7,0.0,,1640.0
110660,Salame nostrano,370.0,27.3,1.1,28.5,0.0,1.1,1633.0
110670,Salame ungherese,420.0,23.6,1.1,35.7,0.0,,1600.0
110610,Salami italiani alla cacciatora DOP,411.0,28.4,0.7,32.7,0.0,,1680.0
122400,Salmone,185.0,18.4,1.0,12.0,0.0,1.0,98.0
122410,"Salmone, affumicato",147.0,25.4,1.2,4.5,0.0,1.2,1880.0
122430,"Salmone, in salamoia",192.0,21.1,1.0,11.5,0.0,1.0,540.0
122500,Salpa,104.0,18.0,2.0,2.7,0.0,2.0,
110730,Salsiccia di Calabria,366.0,33.6,1.3,25.2,0.0,1.3,
110700,Salsiccia di fegato,424.0,12.4,0.9,41.2,0.0,0.9,810.0
110710,"Salsiccia di suino, fresca",304.0,15.4,0.6,26.7,0.0,0.6,1100.0
110716,"Salsiccia di suino, fresca, cotta, in padella",324.0,22.2,0.0,26.1,0.0,0.0,1273.0
110720,"Salsiccia di suino, secca",514.0,22.0,0.0,47.3,0.0,0.0,
006860,"Salvia, fresco",132.0,3.9,15.6,4.6,8.2,15.6,4.0
122600,Sarago,97.0,20.7,1.0,1.2,0.0,0.0,
122700,Sarda,129.0,20.8,1.5,4.5,0.0,1.5,66.0
122800,Sardine,225.0,20.3,1.5,15.4,0.0,1.5,115.0
122806,"Sardine, fritte",324.0,32.3,1.0,21.2,0.0,1.0,
215000,"Savoiardi, industriali",395.0,11.9,69.6,9.2,1.6,39.3,
167200,Scamorza,334.0,25.0,1.0,25.6,0.0,1.0,
005465,Scarola,19.0,1.1,2.3,0.3,1.8,2.3,42.0
005466,"Scarola IV gamma, fresca",17.0,0.9,2.2,0.2,1.6,2.2,43.0
122900,Scorfano,82.0,19.0,0.6,0.4,0.0,0.6,
005690,"Sedano rapa, crudo",29.0,1.9,3.8,0.1,3.1,3.8,
005684,"Sedano, cotto, al microonde",24.0,2.4,2.4,0.2,1.7,2.2,137.0
005680,"Sedano, crudo",23.0,2.3,2.4,0.2,1.6,2.2,140.0
192010,Sego di bue,872.0,0.8,0.0,96.5,0.0,0.0,
000310,Semola,346.0,11.5,76.9,0.5,3.6,1.9,12.0
127160,Seppia,72.0,14.0,0.7,1.5,0.0,0.7,355.0
123000,Sgombro o maccarello,170.0,17.0,0.5,11.1,0.0,0.5,130.0
123010,"Sgombro o maccarello, in salamoia",177.0,19.3,0.0,11.1,0.0,0.0,
123100,Sogliola,83.0,16.9,0.8,1.4,0.0,0.8,120.0
123110,"Sogliola, surgelata",81.0,17.3,0.1,1.3,0.0,0.1,120.0
509010,"Soia, bevanda",32.0,2.9,0.8,1.9,0.0,0.8,32.0
004910,"Soia, isolato proteico",369.0,86.5,4.5,0.7,0.0,,
509020,"Soia, salsa",66.0,8.7,8.3,0.0,0.0,8.3,5720.0
004900,"Soia, secca",430.0,36.9,23.2,19.1,11.9,11.0,4.0
509030,"Soia, yogurt",72.0,5.0,3.9,4.2,,3.9,
110740,Soppressata di Calabria,377.0,34.2,0.9,26.3,0.0,0.9,
110800,Speck dell'Alto Adige IGP,299.0,30.7,1.2,19.1,0.0,,1640.0
123200,Spigola,82.0,16.5,0.6,1.5,0.0,0.6,128.0
123220,"Spigola d'allevamento, filetti",149.0,21.3,0.8,6.8,0.0,0.8,
005704,"Spinaci, cotti, al microonde",35.0,3.4,3.0,0.7,1.9,0.4,
005705,"Spinaci, cotti, bolliti",41.0,4.0,3.5,0.8,2.3,0.5,75.0
005700,"Spinaci, crudi",35.0,3.4,2.9,0.7,1.9,0.4,100.0
005710,"Spinaci, surgelati",15.0,2.8,0.0,0.0,1.8,,57.0
123300,Storione,145.0,19.2,0.0,7.6,0.0,0.0,44.0
167250,Stracchino,300.0,18.5,0.0,25.1,0.0,0.0,
193010,Strutto o sugna,892.0,0.3,0.0,99.0,0.0,0.0,
108901,"Struzzo, solo tessuto muscolare, cotto, al forno",101.0,22.2,0.0,1.4,0.0,0.0,
108900,"Struzzo, solo tessuto muscolare, crudo",92.0,20.9,0.0,0.9,0.0,0.0,
008930,Succo di frutta,56.0,0.3,14.5,0.1,0.0,14.5,
124100,Suro o sugarello,104.0,18.3,1.0,3.0,0.0,1.0,111.0
106700,"Tacchino intero, con pelle, crudo",135.0,18.2,0.0,6.9,0.0,0.0,
106719,"Tacchino intero, senza pelle, cotto, al forno",117.0,23.3,0.0,2.6,0.0,0.0,
106710,"Tacchino intero, senza pelle, crudo",109.0,21.9,0.0,2.4,0.0,0.0,
106800,"Tacchino, coscio, con pelle, crudo",131.0,18.1,0.0,6.5,0.0,0.0,
106856,"Tacchino, fesa, cotta, al forno",131.0,29.6,0.0,1.4,0.0,0.0,68.0
106850,"Tacchino, fesa, crudo",107.0,24.0,0.0,1.2,0.0,0.0,52.0
106903,"Tacchino, fuso, con pelle, cotto, al forno",191.0,26.7,0.0,9.3,0.0,0.0,117.0
106900,"Tacchino, fuso, con pelle, crudo",126.0,17.9,0.0,6.0,0.0,0.0,88.0
106913,"Tacchino, fuso, senza pelle, cotto, al forno",190.0,28.0,0.0,8.7,0.0,0.0,131.0
106910,"Tacchino, fuso, senza pelle, crudo",113.0,18.0,0.0,4.6,0.0,0.0,94.0
106963,"Tacchino, sovracoscia, senza pelle, cotto, al forno",182.0,30.2,0.0,6.8,0.0,0.0,114.0
106960,"Tacchino, sovracoscia, senza pelle, crudo",120.0,18.5,0.0,5.1,0.0,0.0,75.0
167600,Taleggio,315.0,19.0,0.9,26.2,0.0,0.9,873.0
005470,"Tarassaco o dente di leone, fresco",37.0,3.1,3.7,1.1,0.4,3.7,76.0
006200,"Tartufo, nero",48.0,6.0,0.7,0.5,8.4,0.7,
508100,"Tè, foglie",108.0,19.6,3.0,2.0,,3.0,45.0
123400,Tinca,79.0,17.9,0.9,0.5,0.0,0.9,80.0
123500,Tonno,159.0,21.5,0.1,8.1,0.0,0.1,43.0
123550,"Tonno in salamoia, sgocciolato",103.0,25.1,0.0,0.3,0.0,0.0,336.0
123610,"Tonno sott'olio, sgocciolato",192.0,25.2,0.0,10.1,0.0,0.0,316.0
006596,"Topinambur, cotto, bollito",52.0,1.6,10.6,0.1,2.7,,
202800,Torrone alla mandorla,483.0,10.8,52.0,26.8,1.9,52.0,
209010,Torta margherita,370.0,8.9,63.4,10.4,1.4,34.1,
000880,"Tortellini, freschi",302.0,12.2,49.9,7.1,1.2,1.3,
000885,"Tortellini, freschi, cotti",158.0,6.4,26.0,3.7,0.6,0.7,
000890,"Tortellini, secchi",379.0,15.7,57.6,10.8,1.6,1.5,
123900,Triglia,123.0,15.8,1.1,6.2,0.0,1.1,
115800,Trippa di bovini,108.0,15.8,0.0,5.0,0.0,0.0,107.0
124000,Trota,86.0,14.7,0.0,3.0,0.0,0.0,40.0
124050,"Trota iridea d'allevamento, filetti",118.0,20.3,0.0,4.1,0.0,0.0,61.0
124010,Trota surgelata,92.0,17.8,0.0,2.3,0.0,0.0,42.0
124013,"Trota surgelata, cotta, al microonde",105.0,20.4,0.0,2.6,0.0,0.0,48.0
124014,"Trota surgelata, cotta, in forno",136.0,26.7,0.0,3.2,0.0,0.0,
180010,"Uova di anatra, intero",190.0,12.2,0.7,15.4,0.0,0.7,122.0
182010,"Uova di gallina, albume",43.0,10.7,0.0,0.0,0.0,0.0,179.0
181100,"Uova di gallina, intero",128.0,12.4,0.0,8.7,0.0,0.0,137.0
181500,"Uova di gallina, intero, congelato",128.0,12.4,0.0,8.7,0.0,0.0,
181117,"Uova di gallina, intero, cotto, a frittata o strapazzato",150.0,14.6,0.0,10.2,0.0,0.0,
181105,"Uova di gallina, intero, cotto, alla coque o sodo",128.0,12.4,0.0,8.7,0.0,0.0,
181600,"Uova di gallina, intero, in polvere",537.0,51.9,0.4,36.4,0.0,0.4,573.0
183010,"Uova di gallina, tuorlo",325.0,15.8,0.0,29.1,0.0,0.0,43.0
183800,"Uova di gallina, tuorlo, congelato",325.0,15.8,0.0,29.1,0.0,0.0,
183015,"Uova di gallina, tuorlo, cotto, in camicia",325.0,15.8,0.0,29.1,0.0,0.0,
183900,"Uova di gallina, tuorlo, in polvere",642.0,31.2,0.02,57.5,0.0,0.02,
185010,"Uova di oca, intero",189.0,13.8,1.0,14.4,0.0,1.0,
189010,"Uova di tacchina, intero",147.0,12.8,1.0,10.2,0.0,1.0,
007390,"Uva, bianca, fresca",86.0,0.4,21.5,0.1,1.4,21.5,1.0
007380,"Uva, fresca",64.0,0.5,15.6,0.1,1.5,15.6,1.0
007400,"Uva, nera, fresca",53.0,0.5,12.6,0.1,1.6,12.6,1.0
007410,"Uva, secca",293.0,1.9,72.0,0.6,5.2,72.0,52.0
007420,"Uva, succo, in cartone",66.0,0.3,17.3,0.0,0.0,17.3,2.0
006990,"Vegetali misti, surgelati",67.0,3.3,13.7,0.3,,,59.0
101521,"Vitello, filetto, cotto in padella",126.0,24.4,0.0,3.2,0.0,0.0,
101520,"Vitello, filetto, crudo",107.0,20.7,0.0,2.7,0.0,0.0,89.0
127170,Vongola,65.0,9.8,3.9,1.2,0.0,0.0,591.0
214500,Wafer ricoperto di cioccolato,498.0,8.2,60.3,26.6,,46.8,110.0
110906,"Wurstel di puro suino, cotto",259.0,14.6,0.3,22.2,0.0,,920.0
110900,"Wurstel di puro suino, crudo",250.0,13.2,1.9,21.1,0.0,,880.0
158000,Yogurt caprino,60.0,3.6,5.1,2.9,0.0,5.1,60.0
150500,"Yogurt da latte intero, alla frutta",80.0,3.4,10.5,2.8,1.0,10.5,
151000,"Yogurt da latte, parzialmente scremato",43.0,3.4,3.8,1.7,0.0,3.8,45.0
152000,"Yogurt da latte, scremato",36.0,3.3,4.0,0.9,0.0,4.0,58.0
150030,"Yogurt greco, 0% lipidi",51.0,9.0,4.0,0.0,0.0,4.0,
150035,"Yogurt greco, 0% lipidi, aromatizzato",86.0,7.5,15.0,0.0,0.0,14.0,
150020,"Yogurt greco, da latte intero",115.0,6.4,2.0,9.1,0.0,2.0,71.0
150025,"Yogurt greco, da latte magro, alla frutta",74.0,6.0,11.0,0.9,0.5,11.0,
150015,"Yogurt, 0% lipidi",42.0,4.7,6.0,0.1,0.0,6.0,
150010,"Yogurt, da latte intero",66.0,3.8,4.3,3.9,0.0,4.3,48.0
110950,"Zampone confezionato, precotto",361.0,19.1,0.0,31.6,0.0,0.0,762.0
110955,"Zampone Modena IGP, cotto",262.0,23.7,2.6,17.5,0.0,,680.0
005720,"Zucca gialla, fresca",29.0,1.1,3.5,0.1,5.5,2.5,
201500,"Zucchero, saccarosio",392.0,0.0,104.5,0.0,0.0,104.5,1.0
005741,"Zucchine chiare, cotte, al vapore",20.0,2.0,2.5,0.0,1.3,2.5,1.0
005742,"Zucchine chiare, cotte, in padella grigliate",29.0,0.0,5.7,0.2,2.8,5.7,2.0
005740,"Zucchine, chiare",17.0,1.9,1.7,0.1,1.2,1.6,1.0
005744,"Zucchine, chiare, cotte, al microonde",23.0,2.0,3.0,0.1,1.6,3.0,2.0
005735,"Zucchine, cotte, bollite",30.0,3.2,3.4,0.2,1.3,3.2,
005730,"Zucchine, crude",16.0,1.5,1.7,0.1,1.2,1.8,1.0
005754,"Zucchine, scure, cotte, al microonde",23.0,1.8,3.5,0.0,1.5,3.5,1.0
005751,"Zucchine, scure, cotte, al vapore",20.0,1.6,2.7,0.1,1.5,2.7,0.0
005752,"Zucchine, scure, cotte, in padella grigliate",37.0,2.7,5.6,0.1,2.0,5.5,2.0
005750,"Zucchine, scure, crude",17.0,1.4,2.1,0.1,1.2,2.0,1.0
