code,name_en,group,kcal_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sugar_100g,sodium_mg_100g
15-753,"Curry, egg, with butter, homemade",DR,135.0,5.4,4.7,10.6,1.4,3.4,130.0
15-754,"Curry, egg, with rapeseed oil, homemade",DR,149.0,5.3,4.7,12.2,1.4,3.3,65.0
16-462,"Curry, fish and vegetable, Bangladeshi, homemade",J,118.0,9.1,1.4,8.7,,1.1,
16-446,"Curry, fish, Bangladeshi, homemade",JR,125.0,12.4,1.5,8.0,0.8,1.2,
16-364,"Curry, fish, homemade",JR,139.0,11.3,1.9,9.6,2.1,1.9,430.0
15-755,"Curry, green bean, masala, homemade",DR,130.0,1.7,4.4,12.5,3.1,2.6,14.0
16-455,"Curry, haddock, Bengali, homemade",JR,263.0,11.4,4.2,22.0,1.1,3.2,240.0
16-456,"Curry, herring, Bengali, homemade",JR,327.0,11.4,4.2,29.6,1.1,3.2,271.0
15-756,"Curry, karela, homemade",DR,111.0,1.6,4.6,9.7,1.2,3.3,2.0
19-591,"Curry, lamb biryani, homemade",MR,195.0,7.1,20.9,9.2,,2.0,21.0
19-592,"Curry, lamb biryani, reduced fat, homemade",MR,150.0,7.4,21.9,3.7,,2.0,20.0
19-595,"Curry, lamb rogan josh, homemade",MR,149.0,14.4,3.9,9.1,1.8,3.0,44.0
19-599,"Curry, lamb vindaloo, homemade",MR,199.0,19.8,2.7,12.9,0.9,1.8,59.0
19-535,"Curry, lamb, made with cook-in sauce",MR,242.0,15.5,5.5,17.7,1.5,3.9,231.0
15-757,"Curry, lentil, red/masoor dahl and mung bean dahl, homemade",DR,116.0,4.8,10.1,6.7,,0.9,18.0
15-758,"Curry, lentil, red/masoor dahl and tomato, Punjabi, homemade",DR,93.0,3.2,8.5,5.5,,2.4,18.0
15-759,"Curry, lentil, red/masoor dahl and tomato, with butter, homemade",DR,104.0,4.3,10.6,5.3,,1.1,57.0
15-760,"Curry, lentil, red/masoor dahl and tomato, with vegetable oil, homemade",DR,113.0,4.3,10.6,6.3,,1.1,13.0
15-761,"Curry, lentil, red/masoor dahl and vegetable, UK type, homemade",DR,112.0,5.7,14.8,3.8,,2.4,12.0
15-125,"Curry, lentil, red/masoor dahl, mung bean dahl and tomato, homemade",DR,92.0,4.4,9.7,4.3,,0.8,
15-762,"Curry, lentil, red/masoor dahl, Punjabi, homemade",DR,141.0,7.2,19.3,4.6,,3.9,55.0
15-763,"Curry, lentil, red/masoor dahl, with butter, homemade",DR,161.0,7.6,19.3,6.6,,2.2,74.0
15-764,"Curry, lentil, red/masoor dahl, with vegetable oil, homemade",DR,173.0,7.6,19.2,7.9,,2.2,20.0
15-765,"Curry, lentil, whole/masoor, Gujerati, homemade",DR,137.0,6.5,17.0,5.3,,3.1,56.0
15-766,"Curry, lentil, whole/masoor, Punjabi, homemade",DR,148.0,5.7,13.9,8.3,,1.4,26.0
15-767,"Curry, mung bean dahl and spinach, homemade",DR,102.0,7.8,12.3,2.9,,3.0,153.0
15-132,"Curry, mung bean dahl and tomato, homemade",DR,95.0,5.6,11.2,3.6,,0.8,
15-768,"Curry, mung bean dahl, Bengali, homemade",DR,74.0,4.2,7.4,3.4,,0.5,43.0
15-769,"Curry, mung bean, whole and turnip leaves, homemade",DR,169.0,4.4,6.2,14.4,,0.3,99.0
15-771,"Curry, mung bean, whole, Gujerati, homemade",DR,126.0,6.0,13.2,5.9,,2.5,6.0
15-490,"Curry, mung bean, whole, Punjabi, homemade",DR,74.0,4.2,8.8,2.8,,1.0,231.0
15-776,"Curry, pea and potato, homemade",DR,147.0,2.5,10.2,11.0,2.8,2.7,26.0
15-777,"Curry, pigeon pea dahl and tomato, homemade",DR,56.0,2.3,7.3,2.2,,1.5,10.0
15-778,"Curry, pigeon pea dahl with tomatoes and peanuts, homemade",DR,121.0,6.9,16.9,3.3,,1.0,11.0
15-779,"Curry, pigeon pea dahl, with butter, homemade",DR,108.0,4.6,13.5,4.7,,2.1,58.0
15-780,"Curry, pigeon pea dahl, with vegetable oil, homemade",DR,116.0,4.6,13.5,5.5,,2.1,22.0
15-781,"Curry, potato and pea, homemade",DR,92.0,2.7,13.0,3.7,3.1,3.7,30.0
15-782,"Curry, potato, Gujerati, homemade",DR,94.0,1.5,11.8,5.4,1.4,2.1,22.0
15-783,"Curry, potato, Punjabi, homemade",DR,94.0,1.8,13.8,4.0,2.0,2.4,49.0
16-457,"Curry, prawn and mushroom, homemade",J,164.0,5.7,2.7,14.3,1.1,1.7,73.0
16-365,"Curry, Prawn bhuna, takeaway",JR,120.0,8.6,1.8,8.7,2.5,1.2,321.0
16-366,"Curry, Prawn madras, takeaway",JR,115.0,7.8,2.5,8.3,2.4,1.2,301.0
16-333,"Curry, prawn, takeaway",JR,118.0,8.2,2.3,8.5,2.5,1.4,311.0
15-784,"Curry, red kidney and mung bean, whole, homemade",DR,153.0,3.9,7.6,12.1,,0.4,37.0
15-785,"Curry, red kidney bean, Gujerati, homemade",DR,107.0,4.0,9.7,6.1,,2.3,4.0
15-146,"Curry, red kidney bean, Punjabi, homemade",DR,106.0,4.7,10.1,5.6,,1.2,
15-787,"Curry, spinach and potato, masala, homemade",DR,110.0,2.2,7.4,8.2,,4.9,35.0
15-634,"Curry, Thai, stir-fry vegetable, takeaway and restaurant",DR,101.0,3.8,3.3,8.2,3.1,1.6,570.0
15-788,"Curry, tinda gourd and potato, homemade",DR,74.0,1.6,8.5,3.9,,3.5,43.0
15-789,"Curry, vegetable, frozen mixed vegetables, homemade",DR,90.0,2.5,7.2,6.1,,2.9,25.0
15-790,"Curry, vegetable, in sweet sauce, UK type, homemade",DR,51.0,1.3,7.3,2.1,,3.9,9.0
15-791,"Curry, vegetable, Islami, homemade",DR,81.0,2.2,8.4,4.6,,4.0,27.0
15-792,"Curry, vegetable, Pakistani, homemade",DR,64.0,2.3,9.2,2.6,,3.9,23.0
15-619,"Curry, vegetable, ready meal, without rice, cooked",DR,94.0,2.1,8.4,6.0,1.8,3.4,200.0
15-892,"Curry, vegetable, retail, with rice",DR,125.0,3.0,20.2,4.1,1.5,1.9,177.0
15-793,"Curry, vegetable, West Indian, homemade",DR,60.0,2.4,4.1,4.0,,2.1,54.0
15-794,"Curry, vegetable, with yogurt, UK type, homemade",DR,64.0,2.2,4.7,4.0,,4.0,15.0
14-075,"Custard apple/Bullock's heart, flesh only",FA,70.0,1.5,16.1,0.4,,14.9,5.0
11-1138,Custard powder,AA,354.0,0.6,92.0,0.7,,0,378.0
12-572,"Custard, confectioners'",BR,153.0,6.6,24.8,3.8,0.3,19.0,74.0
12-573,"Custard, egg",BR,95.0,5.9,10.9,3.4,0.0,10.9,73.0
12-519,"Custard, made up with semi-skimmed milk",BR,95.0,4.0,16.4,2.0,0,11.2,67.0
12-574,"Custard, made up with skimmed milk",BR,81.0,4.0,16.5,0.3,0,11.3,69.0
12-575,"Custard, made up with whole milk",BR,114.0,4.0,16.3,4.2,0,11.1,67.0
12-543,"Custard, ready to eat, canned and tetra-pak",BR,98.0,2.7,16.3,2.9,0,12.8,41.0
16-254,"Cuttlefish, raw",JM,71.0,16.1,0.0,0.7,,0.0,370.0
16-038,"Dab, raw",JA,74.0,15.7,0.0,1.2,,0.0,77.0
13-484,"Dahl, mixed, homemade",DB,60.0,4.9,9.1,0.7,3.1,0.5,237.0
15-511,"Dal Dhokari, homemade",DR,123.0,5.6,19.2,3.3,,1.2,342.0
14-077,"Damsons, flesh and skin, raw",FA,38.0,0.5,9.6,0.0,,9.6,2.0
14-078,"Damsons, flesh and skin, raw, weighed with stones",FA,34.0,0.5,8.6,0.0,,8.6,2.0
14-079,"Damsons, stewed with sugar",FA,74.0,0.4,19.3,0.0,,19.3,1.0
14-080,"Damsons, stewed with sugar, weighed with stones",FA,68.0,0.4,17.6,0.0,,17.6,1.0
14-081,"Damsons, stewed without sugar",FA,34.0,0.5,8.7,0.0,,8.7,1.0
14-082,"Damsons, stewed without sugar, weighed with stones",FA,31.0,0.4,7.9,0.0,,7.9,1.0
14-394,"Dates, dried, flesh and skin",FA,235.0,2.4,58.7,0.6,7.5,58.0,11.0
14-399,"Dates, dried, flesh and skin, weighed with stones",FA,197.0,2.0,49.3,0.5,6.3,48.7,9.0
14-083,"Dates, raw, flesh and skin",FA,124.0,1.5,31.3,0.1,,31.3,7.0
14-084,"Dates, raw, flesh and skin, weighed with stones",FA,107.0,1.3,26.9,0.1,,26.9,6.0
12-398,"Desserts, dairy, chocolate",BR,214.0,4.3,26.7,10.7,0,24.0,74.0
19-576,"Devilled kidneys, homemade",MR,129.0,13.7,1.4,7.7,0.3,1.5,189.0
13-825,"Dill, dried",H,253.0,19.9,42.2,4.4,,37.6,210.0
13-824,"Dill, fresh",H,25.0,3.7,0.9,0.8,,0.8,26.0
17-299,"Dips, sour-cream based, assorted flavours",WCG,360.0,2.9,4.0,37.0,,2.0,330.0
17-677,"Dips, sour-cream based, reduced fat",WCG,180.0,3.9,7.3,15.2,0.1,3.4,150.0
19-526,Doner kebab in pitta bread with salad,MR,248.0,14.1,12.5,16.0,0.9,1.1,
19-539,"Doner kebabs, meat only",MR,377.0,23.5,0.0,31.4,0.0,0.0,
15-513,"Dosa, filling, vegetable, homemade",DR,97.0,1.8,10.2,6.3,,4.1,446.0
11-850,"Doughnuts, ring, iced",AP,413.0,5.8,42.3,25.7,2.7,16.2,326.0
11-849,"Doughnuts, with jam",AP,321.0,5.4,48.4,13.1,1.7,20.3,404.0
16-039,"Dover sole, raw",JA,89.0,18.1,0.0,1.8,,0.0,100.0
17-715,"Dressing, blue cheese",WCG,368.0,2.0,9.8,35.9,1.3,7.7,840.0
17-701,"Dressing, French",WCG,335.0,0.3,11.7,32.2,0.5,6.7,600.0
17-716,"Dressing, French, fat free",WCG,33.0,0.1,8.7,0.0,0.5,8.6,1190.0
17-787,"Dressing, French, homemade",WC,680.0,0.1,0.2,74.9,0.0,0.2,1.0
17-788,"Dressing, oil and lemon, homemade",WC,652.0,0.1,3.4,72.4,0.1,3.4,0
17-717,"Dressing, thousand island",WCG,210.0,0.7,15.9,16.4,0.4,13.4,470.0
17-789,"Dressing, yogurt, homemade",WC,72.0,5.3,7.1,2.7,0.1,7.0,73.0
14-087,Dried mixed fruit,FA,268.0,2.3,68.1,0.4,,68.1,48.0
17-790,"Drinking chocolate powder, made up with semi-skimmed milk",PAA,74.0,3.7,10.9,2.0,,10.7,58.0
17-791,"Drinking chocolate powder, made up with skimmed milk",PAA,62.0,3.7,10.9,0.7,,10.8,59.0
17-792,"Drinking chocolate powder, made up with whole milk",PAA,89.0,3.6,10.8,3.8,,10.6,57.0
17-498,"Drinking chocolate, powder",PAA,377.0,6.4,79.7,5.8,,77.7,228.0
17-499,"Drinking chocolate, powder, reduced fat",PAA,354.0,6.4,82.1,2.3,,82.1,228.0
17-487,"Dripping, beef",OF,891.0,0.0,0.0,99.0,0.0,0.0,5.0
13-237,"Drumstick leaves, boiled in unsalted water",DG,70.0,6.6,11.2,1.0,,,9.0
13-236,"Drumstick leaves, raw",DG,72.0,7.4,9.2,1.5,,,4.0
13-239,"Drumstick pods, boiled in unsalted water",DG,36.0,2.1,6.1,0.2,,,43.0
13-238,"Drumstick pods, raw",DG,37.0,2.1,7.2,0.2,,,42.0
19-578,"Duck a l'orange, excluding fat and skin, homemade",MR,122.0,11.2,4.0,6.5,,1.0,257.0
19-579,"Duck a l'orange, including fat and skin, homemade",MR,236.0,9.8,3.7,20.0,,0.9,240.0
19-580,"Duck with pineapple, homemade",MR,313.0,13.8,6.7,25.5,,4.9,264.0
18-490,"Duck, crispy, chinese style, meat and skin",MCC,331.0,27.9,0.3,24.2,0.0,0.0,453.0
18-489,"Duck, meat only, raw",MCC,137.0,19.7,0.0,6.5,0.0,0.0,110.0
18-495,"Duck, raw, meat only, weighed with fat, skin and bone",MCC,38.0,5.5,0.0,1.8,,0.0,31.0
18-371,"Duck, raw, meat, fat and skin",MCC,388.0,13.1,0.0,37.3,,0.0,73.0
18-372,"Duck, roasted, meat only",MCC,195.0,25.3,0.0,10.4,0.0,0.0,96.0
18-373,"Duck, roasted, meat only, weighed with fat, skin and bone",MCC,41.0,5.3,0.0,2.2,,0.0,20.0
18-374,"Duck, roasted, meat, fat and skin",MCC,423.0,20.0,0.0,38.1,0.0,0.0,87.0
11-962,"Dumplings, homemade",AT,211.0,2.7,25.4,11.7,1.2,0.2,138.0
14-088,"Durian, flesh only",FA,136.0,2.4,28.4,1.4,,23.2,1.0
11-838,"Eccles cakes, retail",AN,365.0,4.4,48.8,18.3,3.6,34.0,221.0
16-036,"Eel, conger, flesh only, grilled",JA,137.0,21.7,0.0,5.5,,0.0,60.0
16-037,"Eel, conger, flesh only, grilled, weighed with bones and skin",JA,71.0,11.3,0.0,2.9,,0.0,31.0
16-035,"Eel, conger, flesh only, raw",JA,114.0,18.1,0.0,4.6,,0.0,50.0
16-173,"Eel, yellow, raw",JC,168.0,16.6,0.0,11.3,,0.0,89.0
12-950,Egg fu yung,CDE,229.0,10.2,2.5,19.3,,1.9,251.0
17-793,"Egg nog, homemade",QI,98.0,4.0,9.6,2.3,0.0,9.6,50.0
12-945,"Eggs, chicken, scrambled, with semi-skimmed milk",CD,237.0,11.0,0.7,21.2,0.1,0.7,253.0
12-941,"Eggs, chicken, white, boiled",CA,52.0,13.0,0.0,0.0,0.0,0,151.0
12-960,"Eggs, chicken, white, dried",CA,327.0,81.7,0.0,0.0,0.0,0,1399.0
12-938,"Eggs, chicken, white, raw",CA,43.0,10.8,0.0,0.0,0.0,0,185.0
12-940,"Eggs, chicken, whole, boiled",CA,143.0,14.1,0.0,9.6,0.0,0,150.0
12-961,"Eggs, chicken, whole, dried",CA,507.0,48.6,0.0,34.7,0.0,0,593.0
12-944,"Eggs, chicken, whole, fried in sunflower oil",CA,200.0,14.7,0.0,15.7,0.0,0,172.0
12-962,"Eggs, chicken, whole, fried, without fat",CA,167.0,16.0,0.0,11.4,0.0,0,195.0
12-943,"Eggs, chicken, whole, poached",CA,149.0,13.3,0.0,10.6,0.0,0,121.0
12-937,"Eggs, chicken, whole, raw",CA,131.0,12.6,0.0,9.0,0.0,0,154.0
12-963,"Eggs, chicken, whole, scrambled, without milk",CA,152.0,14.6,0.0,10.4,0.0,0,178.0
12-942,"Eggs, chicken, yolk, boiled",CA,360.0,16.7,0.0,32.6,0.0,0,52.0
12-939,"Eggs, chicken, yolk, raw",CA,347.0,16.4,0.0,31.3,0.0,0,52.0
12-814,"Eggs, duck, boiled and salted",CA,198.0,14.6,0.0,15.5,,0,1690.0
12-920,"Eggs, duck, whole, raw",CA,163.0,14.3,0.0,11.8,,0,120.0
12-815,"Eggs, quail, whole, raw",CA,151.0,12.9,0.0,11.1,,0,
12-816,"Eggs, turkey, whole, raw",CA,165.0,13.7,0.0,12.2,,0,
14-089,"Elderberries, whole fruit",FA,35.0,0.7,7.4,0.5,,7.4,1.0
19-586,"Enchiladas, beef, homemade",MR,153.0,9.6,11.1,8.2,0.5,2.7,194.0
13-240,"Endive, raw",DG,13.0,1.8,1.0,0.2,,1.0,10.0
17-672,"Energy drink, carbonated",PCA,42.0,0.0,11.1,0.0,0.0,11.1,60.0
19-131,"Faggots in gravy, retail, reheated",MR,148.0,8.2,12.6,7.5,,1.7,540.0
19-464,"Fajita, chicken, meat only, takeaway and restaurant",MR,125.0,16.8,0.3,6.3,0.8,0,334.0
15-795,"Falafel, fried in rapeseed oil, homemade",DR,183.0,6.4,15.9,11.2,,2.7,67.0
12-497,"Fat spread, low fat (26-39%), not polyunsaturated, including dairy type",OA,354.0,0.2,0.7,39.0,0.0,0.4,692.0
12-498,"Fat spread, low fat (26-39%), not polyunsaturated, with olive oil",OA,353.0,0.1,0.5,38.9,0.0,0.5,488.0
12-499,"Fat spread, low fat (26-39%), polyunsaturated",OA,339.0,0.0,1.8,36.9,0.0,1.3,482.0
12-504,"Fat spread, reduced fat (41-62%), not polyunsaturated",OA,552.0,0.4,1.3,60.6,0.0,1.3,689.0
12-505,"Fat spread, reduced fat (41-62%), not polyunsaturated, with olive oil",OA,537.0,0.2,1.1,59.1,0.0,1.1,551.0
12-503,"Fat spread, reduced fat (41-62%), polyunsaturated",OA,533.0,0.0,0.0,59.2,0.0,0,600.0
12-506,"Fat spread, reduced fat (62-75%), not polyunsaturated",OA,660.0,0.3,0.0,73.2,0.0,0,747.0
17-710,"Fat spread, reduced fat (62-75%), polyunsaturated",OA,620.0,0.4,0.6,68.5,0.0,0.6,600.0
14-090,"Feijoa, flesh only",FA,47.0,0.9,10.3,0.5,,10.0,3.0
13-542,"Fennel, Florence, boiled in unsalted water",DG,11.0,0.9,1.5,0.2,,1.4,11.0
13-241,"Fennel, Florence, raw",DG,12.0,0.9,1.8,0.2,,1.7,11.0
13-243,"Fenugreek leaves, raw",DG,35.0,4.6,4.8,0.2,,,76.0
11-805,Fig Rolls,AM,363.0,4.2,66.8,10.6,3.9,43.8,273.0
14-093,"Figs, dried, stewed with sugar",FA,143.0,1.9,34.3,0.8,,34.3,32.0
14-094,"Figs, dried, stewed without sugar",FA,126.0,2.0,29.4,0.9,,29.4,34.0
14-395,"Figs, ready-to-eat, semi-dried",FA,186.0,3.1,43.3,1.2,10.0,43.3,111.0
14-092,"Figs, whole fruit, dried",FA,227.0,3.6,52.9,1.6,,52.9,62.0
14-091,"Figs, whole green fruit, raw",FA,43.0,1.3,9.5,0.3,,9.5,3.0
16-279,"Fish balls, steamed",JR,74.0,11.8,5.5,0.5,,0,750.0
16-444,"Fish fingers, cod, fried in rapeseed oil",JR,240.0,13.0,19.9,12.6,1.8,1.3,287.0
16-445,"Fish fingers, cod, fried in sunflower oil",JR,240.0,13.0,19.9,12.6,1.8,1.3,287.0
16-405,"Fish fingers, cod, grilled/baked",JR,223.0,14.3,22.0,9.2,2.0,1.5,317.0
16-371,"Fish fingers, pollock, grilled",JR,213.0,13.9,20.0,9.2,2.0,1.3,401.0
16-406,"Fish fingers, salmon, grilled/baked",JR,247.0,17.2,20.7,11.2,2.0,1.1,288.0
16-450,Fish paste,JR,170.0,15.3,3.7,10.5,2.6,0.5,430.0
16-458,"Fishcakes, cod, homemade",JR,235.0,11.3,15.2,14.7,0.7,0.7,92.0
16-408,"Fishcakes, salmon, coated in breadcrumbs, baked",JR,245.0,11.4,20.4,13.7,1.7,1.6,322.0
16-459,"Fishcakes, salmon, homemade",JR,287.0,11.4,15.2,20.5,,0.7,74.0
16-407,"Fishcakes, white fish, coated in breadcrumbs, baked",JA,206.0,9.3,22.6,9.4,1.7,1.8,356.0
11-1066,"Flan case, pastry, homemade",AS,527.0,7.0,58.9,30.9,2.3,11.9,284.0
11-1067,"Flan case, sponge, homemade",AS,293.0,9.6,54.4,5.6,1.0,34.6,92.0
15-796,"Flan, cheese and mushroom, homemade",DR,282.0,10.8,16.0,19.9,1.8,2.2,257.0
15-797,"Flan, cheese and mushroom, wholemeal, homemade",DR,272.0,11.3,17.1,18.1,2.7,2.3,256.0
15-798,"Flan, cheese, onion and potato, homemade",DR,355.0,13.0,18.0,26.2,1.8,1.0,387.0
15-799,"Flan, cheese, onion and potato, wholemeal, homemade",DR,345.0,13.6,19.1,24.3,2.7,1.0,386.0
15-800,"Flan, lentil and tomato, homemade",DR,169.0,7.4,23.6,5.7,,2.5,73.0
15-801,"Flan, lentil and tomato, wholemeal, homemade",DR,165.0,7.7,22.0,5.8,,2.6,73.0
11-1069,"Flan, pastry, with fruit, homemade",AS,105.0,1.2,18.3,3.5,,11.2,35.0
15-802,"Flan, spinach, homemade",DR,211.0,8.6,13.4,14.7,,1.8,183.0
15-803,"Flan, spinach, wholemeal, homemade",DR,206.0,9.0,11.3,13.4,,1.9,183.0
11-1070,"Flan, sponge, with fruit, homemade",AS,101.0,2.3,21.5,1.2,,15.8,22.0
15-804,"Flan, vegetable, homemade",DR,229.0,5.3,18.2,15.6,2.5,2.7,157.0
15-805,"Flan, vegetable, wholemeal, homemade",DR,191.0,5.4,16.7,11.9,3.1,2.7,142.0
11-1071,"Flapjacks, homemade",AM,464.0,4.4,61.6,24.0,3.1,34.5,271.0
11-814,"Flapjacks, retail",AM,434.0,5.1,55.7,22.8,5.2,29.2,194.0
11-1128,"Flapjacks, retail, chocolate covered",AM,441.0,5.3,55.7,23.5,5.0,31.3,186.0
16-041,"Flounder, flesh only, steamed",JA,101.0,20.3,0.0,2.2,,0.0,120.0
16-042,"Flounder, flesh only, steamed, weighed with bones and skin",JA,57.0,11.4,0.0,1.2,,0.0,64.0
16-040,"Flounder, raw",JA,82.0,16.4,0.0,1.8,,0.0,92.0
11-895,"Flour, chapati, brown",AA,332.0,10.3,73.0,1.9,7.9,1.1,14.0
11-894,"Flour, chapati, white",AA,345.0,9.7,78.3,1.4,3.6,0.6,2.0
11-1045,"Flour, corn",AA,354.0,0.6,92.0,0.7,,0,11.0
11-899,"Flour, gari (cassava flour)",AA,361.0,0.7,95.1,0.2,4.6,0,4.0
11-896,"Flour, gram",AA,353.0,22.7,57.0,5.4,10.1,2.3,2.0
11-016,"Flour, millet, foxtail",AA,354.0,5.8,75.4,1.7,,,21.0
11-021,"Flour, rice",AA,366.0,6.4,80.1,0.8,,,5.0
11-897,"Flour, rye",AA,319.0,7.3,73.5,1.6,14.1,1.5,2.0
11-898,"Flour, soya",AA,409.0,34.3,18.7,22.4,18.0,6.4,1.0
11-887,"Flour, wheat, bread/strong, white",AA,353.0,11.3,79.2,1.2,3.3,0.5,2.0
11-892,"Flour, wheat, brown",AA,339.0,12.2,72.5,2.0,7.7,1.0,2.0
11-893,"Flour, wheat, brown, bread/strong",AA,341.0,13.4,72.0,1.9,6.0,1.0,2.0
11-886,"Flour, wheat, white, plain, soft",AA,352.0,9.1,80.9,1.4,4.0,0.6,2.0
11-888,"Flour, wheat, white, self raising",AA,348.0,8.9,79.6,1.5,4.0,0.6,342.0
11-889,"Flour, wheat, wholemeal",AA,327.0,11.6,69.9,2.0,10.1,1.4,2.0
11-890,"Flour, wheat, wholemeal, bread/strong",AA,327.0,14.2,66.7,2.2,10.0,1.1,3.0
11-891,"Flour, wheat, wholemeal, self raising",AA,359.0,10.8,69.3,1.9,,1.1,391.0
16-043,"Flying fish, raw",JA,86.0,21.0,0.0,0.3,,0.0,79.0
19-495,Frankfurter,MI,287.0,13.6,1.1,25.4,0.1,1.1,730.0
19-581,Frankfurter with bun,MI,264.0,10.7,35.6,9.8,1.8,2.1,504.0
19-582,"Frankfurter with bun, ketchup, fried onions and mustard",MI,194.0,6.8,26.5,7.4,2.0,6.7,472.0
12-534,"Fromage frais, fruit, children's, fortified",BNS,99.0,5.8,13.2,2.9,0.2,11.8,60.0
12-372,"Fromage frais, virtually fat free, fruit",BN,50.0,6.8,5.6,0.2,0.7,4.9,33.0
12-528,"Fromage frais, virtually fat free, natural",BN,49.0,7.7,4.6,0.1,0.0,4.4,37.0
14-336,"Fruit cocktail, canned in juice, whole contents",FA,45.0,0.4,11.7,0.0,,11.7,3.0
14-097,"Fruit cocktail, canned in syrup, whole contents",FA,57.0,0.4,14.8,0.0,,14.8,3.0
12-232,"Fruit fool, homemade",BR,163.0,1.0,20.2,9.3,,16.1,13.0
17-107,Fruit gums/jellies,SEC,324.0,6.5,79.5,0.0,,58.7,30.0
17-673,"Fruit juice drink, carbonated, no added sugar, ready to drink",PCA,2.0,0.0,0.6,0.0,0,0.6,0
17-735,"Fruit juice drink, carbonated, ready to drink",PCA,27.0,0.0,7.2,0.0,0,7.2,8.0
17-742,"Fruit juice drink, no added sugar, ready to drink",PCC,4.0,0.2,0.9,0.0,0,0.9,5.0
17-847,"Fruit juice drink/squash, diluted",PCC,7.0,0.0,1.8,0.0,0,1.8,8.0
17-846,"Fruit juice drink/squash, no sugar added, diluted",PCC,1.0,0.0,0.3,0.0,0,0.3,22.0
17-739,"Fruit juice drink/squash, no sugar added, undiluted",PCC,6.0,0.1,1.4,0.0,0,1.4,110.0
17-741,"Fruit juice drink/squash, ready to drink",PCC,37.0,0.1,9.8,0.0,0,9.8,5.0
17-738,"Fruit juice drink/squash, undiluted",PCC,34.0,0.1,8.9,0.0,0,8.9,40.0
17-746,"Fruit juice, mixed",PE,40.0,0.4,10.3,0.0,0.8,10.3,2.0
17-824,Fruit pastilles,SEC,327.0,2.8,84.2,0.0,,59.3,33.0
14-333,"Fruit salad, homemade",FA,59.0,0.7,14.3,0.3,,14.0,1.0
17-683,"Fudge, homemade",SEC,435.0,3.4,80.8,13.1,0.0,80.8,156.0
15-806,"Fu-fu, sweet potato, homemade",DR,109.0,1.6,25.9,0.3,,,37.0
15-807,"Fu-fu, yam, homemade",DR,155.0,2.1,37.4,0.3,,,16.0
11-913,Gajjeralla,AS,272.0,3.6,39.3,12.3,2.1,39.3,93.0
13-829,Garam masala,H,379.0,15.6,45.2,15.1,,,97.0
15-642,"Garlic mushrooms, not coated, homemade",DR,134.0,1.2,0.5,14.1,,0.4,128.0
13-830,Garlic powder,H,246.0,18.7,42.7,1.2,,4.2,19.0
13-244,"Garlic, raw",DG,98.0,7.9,16.3,0.6,,1.6,4.0
11-526,"Gateau, chocolate based, frozen",AN,295.0,3.5,37.2,15.7,,17.4,173.0
11-530,"Gateau, fruit, frozen",AN,248.0,3.2,33.3,12.3,,14.9,128.0
17-360,Gelatine,WY,338.0,84.4,0.0,0.0,0.0,0.0,330.0
12-502,Ghee made from vegetable oil,BTM,900.0,0.1,0.0,100.0,0.0,0.0,1.0
17-640,"Ghee, butter",OF,878.0,0.1,0.0,97.6,0.0,0,1.0
13-246,"Gherkins, pickled, drained",DG,14.0,0.9,2.6,0.1,1.5,2.4,690.0
13-245,"Gherkins, raw",DG,12.0,1.0,1.8,0.1,,1.6,11.0
18-394,"Giblets, chicken, boiled",MG,156.0,22.9,0.0,7.1,,0.0,67.0
18-393,"Giblets, chicken, raw",MG,142.0,17.1,0.0,8.2,,0.0,82.0
18-395,"Giblets, turkey, boiled",MG,192.0,28.1,0.0,8.8,,0.0,63.0
13-890,"Ginger, fresh",H,44.0,1.8,8.1,0.8,2.0,1.7,13.0
13-832,"Ginger, ground",H,284.0,7.4,60.0,3.3,14.1,19.8,34.0
11-1079,"Gingerbread, homemade",AN,371.0,5.6,65.9,11.3,1.7,34.7,253.0
17-049,"Glucose liquid, BP",SC,318.0,0.0,84.7,0.0,,40.2,150.0
18-375,"Goose, meat, raw, fat and skin",MCE,361.0,16.5,0.0,32.8,,0.0,61.0
18-376,"Goose, meat, roasted, fat and skin",MCE,301.0,27.5,0.0,21.2,0.0,0.0,80.0
14-100,"Gooseberries, cooking, raw",FA,19.0,1.1,3.0,0.4,,3.0,2.0
14-101,"Gooseberries, cooking, stewed with sugar",FA,54.0,0.7,12.9,0.3,,12.9,7.0
14-102,"Gooseberries, cooking, stewed without sugar",FA,16.0,0.9,2.5,0.3,,2.5,2.0
14-103,"Gooseberries, dessert, raw",FA,40.0,0.7,9.2,0.3,,9.2,1.0
19-583,"Goulash, homemade",MR,79.0,6.9,6.5,3.0,,1.7,254.0
13-248,"Gourd, ash, raw",DG,12.0,0.5,2.3,0.1,,,5.0
13-249,"Gourd, bottle, raw",DG,13.0,0.4,2.7,0.1,,,2.0
13-250,"Gourd, kantola, raw",DG,28.0,1.9,3.0,1.0,,0.9,8.0
13-252,"Gourd, karela, raw",DG,11.0,1.6,0.8,0.2,,0,1.0
13-254,"Gourd, ridge, raw",DG,17.0,0.8,3.3,0.1,,3.1,2.0
13-255,"Gourd, snake, raw",DG,21.0,0.5,4.1,0.3,,,25.0
13-256,"Gourd, tinda, raw",DG,21.0,1.4,3.6,0.2,,2.8,35.0
17-745,"Grape juice, unsweetened",PE,62.0,0.3,16.0,0.1,0.0,16.0,7.0
